"","YEAR","NUMB_VEHC","CITY","AGE_DRVR_YNGST","AGE_DRVR_OLDEST","SPEED_LIMIT"
"10726",2015,1,"Boston","21-24","21-24",NA
"10727",2015,1,"Boston","65-74","65-74",30
"10728",2015,1,"Boston",NA,NA,30
"10729",2015,1,"Boston","18-20","18-20",45
"10730",2015,2,"Boston","21-24","45-54",30
"10731",2015,2,"Boston","25-34","45-54",45
"10732",2015,2,"Boston","25-34","25-34",45
"10733",2015,1,"Boston","25-34","25-34",45
"10734",2015,2,"Boston","35-44","45-54",25
"10735",2015,2,"Boston","18-20","45-54",45
"10736",2015,1,"Boston","55-64","55-64",30
"10737",2015,1,"Boston","21-24","21-24",30
"10738",2015,1,"Boston","18-20","18-20",30
"10739",2015,3,"Boston","25-34","45-54",55
"10740",2015,2,"Boston","18-20","21-24",55
"10741",2015,3,"Boston","21-24","25-34",30
"10742",2015,2,"Boston","45-54","65-74",30
"10743",2015,2,"Boston","21-24","21-24",25
"10744",2015,2,"Boston","55-64","65-74",25
"10745",2015,1,"Boston","25-34","25-34",40
"10746",2015,2,"Boston","25-34","65-74",NA
"10747",2015,1,"Boston","25-34","25-34",NA
"10748",2015,1,"Boston","25-34","25-34",NA
"10749",2015,2,"Boston","25-34","55-64",NA
"10750",2015,2,"Boston","25-34","25-34",30
"10751",2015,2,"Boston",NA,NA,30
"10752",2015,2,"Boston","25-34","25-34",NA
"10753",2015,2,"Boston","18-20","45-54",NA
"10754",2015,1,"Boston","25-34","25-34",NA
"10755",2015,2,"Boston","21-24","25-34",NA
"10756",2015,2,"Boston","18-20","55-64",NA
"10757",2015,2,"Boston","35-44","35-44",NA
"10758",2015,2,"Boston","18-20","35-44",NA
"10759",2015,2,"Boston","18-20","35-44",NA
"10760",2015,2,"Boston","55-64","55-64",NA
"10761",2015,2,"Boston","18-20","18-20",NA
"10762",2015,2,"Boston","25-34","45-54",NA
"10763",2015,4,"Boston","16-17","65-74",NA
"10764",2015,2,"Boston","35-44","35-44",NA
"10765",2015,2,"Boston",NA,NA,NA
"10766",2015,3,"Boston","21-24","25-34",30
"10767",2015,1,"Boston","55-64","55-64",55
"10768",2015,1,"Boston","35-44","35-44",30
"10769",2015,2,"Boston","25-34","25-34",55
"10770",2015,2,"Boston","25-34","55-64",35
"10771",2015,2,"Boston","18-20","35-44",55
"10772",2015,2,"Boston","45-54","55-64",15
"10773",2015,1,"Boston","25-34","25-34",40
"10774",2015,2,"Boston","25-34","25-34",35
"10775",2015,2,"Boston","35-44","35-44",NA
"10776",2015,2,"Boston","25-34","55-64",45
"10777",2015,4,"Boston","25-34","45-54",45
"10778",2015,1,"Boston","55-64","55-64",45
"10779",2015,2,"Boston","25-34","25-34",50
"10780",2015,2,"Boston","65-74","65-74",45
"10781",2015,1,"Boston","25-34","25-34",35
"10782",2015,1,"Boston","16-17","16-17",35
"10783",2015,2,"Boston","25-34","25-34",30
"10784",2015,2,"Boston","25-34","35-44",25
"10785",2015,1,"Boston","21-24","21-24",35
"10786",2015,4,"Boston","25-34","65-74",55
"10787",2015,3,"Boston","45-54","55-64",35
"10788",2015,2,"Boston","55-64","55-64",35
"10789",2015,3,"Boston","18-20","55-64",55
"10790",2015,2,"Boston","21-24","25-34",30
"10791",2015,2,"Boston","21-24","25-34",30
"10792",2015,2,"Boston","55-64","55-64",35
"10793",2015,2,"Boston","25-34","35-44",45
"10794",2015,1,"Boston","18-20","18-20",45
"10795",2015,2,"Boston","35-44","45-54",45
"10796",2015,2,"Boston","25-34","45-54",35
"10797",2015,2,"Boston","35-44","55-64",35
"10798",2015,1,"Boston","55-64","55-64",NA
"10799",2015,2,"Boston","35-44","55-64",NA
"10800",2015,2,"Boston","55-64","55-64",NA
"10801",2015,2,"Boston","35-44","35-44",5
"10802",2015,2,"Boston","18-20","35-44",25
"10803",2015,2,"Boston","25-34","55-64",NA
"10804",2015,2,"Boston","45-54","45-54",25
"10805",2015,2,"Boston","35-44","55-64",NA
"10806",2015,2,"Boston","18-20","25-34",25
"10807",2015,2,"Boston","25-34","55-64",45
"10808",2015,2,"Boston","35-44","45-54",35
"10809",2015,1,"Boston","21-24","21-24",20
"10810",2015,3,"Boston","21-24","35-44",45
"10811",2015,2,"Boston","25-34","25-34",45
"10812",2015,4,"Boston","25-34","55-64",35
"10813",2015,2,"Boston","55-64","55-64",55
"10814",2015,2,"Boston","21-24","25-34",45
"10815",2015,1,"Boston","55-64","55-64",40
"10816",2015,2,"Boston","45-54","45-54",30
"10817",2015,3,"Boston","18-20","35-44",55
"10818",2015,2,"Boston","25-34","55-64",55
"10819",2015,2,"Boston","25-34","35-44",30
"10820",2015,2,"Boston","25-34","25-34",55
"10821",2015,2,"Boston","25-34","45-54",55
"10822",2015,2,"Boston","25-34","35-44",45
"10823",2015,3,"Boston","25-34","45-54",40
"10824",2015,2,"Boston","45-54","55-64",25
"10825",2015,2,"Boston","25-34","45-54",25
"10826",2015,2,"Boston","21-24","55-64",30
"10827",2015,2,"Boston","45-54",">84",NA
"10828",2015,1,"Boston","35-44","35-44",30
"10829",2015,2,"Boston","18-20","45-54",NA
"10830",2015,2,"Boston","21-24","35-44",30
"10831",2015,2,"Boston","25-34","25-34",NA
"10832",2015,1,"Boston","35-44","35-44",30
"10833",2015,2,"Boston","35-44","45-54",45
"10834",2015,2,"Boston","25-34","55-64",45
"10835",2015,1,"Boston","21-24","21-24",35
"10836",2015,1,"Boston","25-34","25-34",45
"10837",2015,4,"Boston","18-20","55-64",55
"10838",2015,2,"Boston","25-34","35-44",55
"10839",2015,3,"Boston","21-24","45-54",55
"10840",2015,2,"Boston","21-24","25-34",55
"10841",2015,3,"Boston","21-24","25-34",55
"10842",2015,2,"Boston","21-24","45-54",30
"10843",2015,1,"Boston","16-17","16-17",30
"10844",2015,2,"Boston","18-20","25-34",NA
"10845",2015,1,"Boston","75-84","75-84",NA
"10846",2015,2,"Boston","18-20","35-44",25
"10847",2015,4,"Boston","45-54","55-64",45
"10848",2015,3,"Boston","21-24","25-34",45
"10849",2015,2,"Boston","45-54","65-74",30
"10850",2015,1,"Boston","25-34","25-34",35
"10851",2015,2,"Boston","25-34","35-44",55
"10852",2015,2,"Boston","25-34","65-74",40
"10853",2015,5,"Boston","25-34","45-54",35
"10854",2015,2,"Boston","25-34","45-54",20
"10855",2015,2,"Boston","25-34","55-64",35
"10856",2015,1,"Boston","45-54","45-54",45
"10857",2015,2,"Boston","21-24","45-54",45
"10858",2015,5,"Boston","25-34","55-64",45
"10859",2015,3,"Boston","25-34","45-54",25
"10860",2015,2,"Boston","25-34","25-34",45
"10861",2015,2,"Boston","21-24","35-44",45
"10862",2015,2,"Boston","25-34","45-54",20
"10863",2015,2,"Boston","25-34","35-44",40
"10864",2015,1,"Boston","65-74","65-74",35
"10865",2015,2,"Boston","18-20","45-54",30
"10866",2015,2,"Boston","25-34","45-54",30
"10867",2015,2,"Boston","25-34","45-54",15
"10868",2015,2,"Boston","65-74","65-74",55
"10869",2015,3,"Boston","21-24","21-24",45
"10870",2015,2,"Boston","45-54","45-54",25
"10871",2015,2,"Boston","25-34","25-34",NA
"10872",2015,2,"Boston","35-44","35-44",NA
"10873",2015,2,"Boston","21-24","21-24",NA
"10874",2015,2,"Boston","35-44","45-54",NA
"10875",2015,2,"Boston","45-54","55-64",30
"10876",2015,2,"Boston","21-24","35-44",35
"10877",2015,2,"Boston","25-34","25-34",35
"10878",2015,2,"Boston","45-54","45-54",55
"10879",2015,2,"Boston","65-74","75-84",55
"10880",2015,2,"Boston","21-24","55-64",35
"10881",2015,1,"Boston","65-74","65-74",35
"10882",2015,1,"Boston","25-34","25-34",45
"10883",2015,2,"Boston","35-44","45-54",40
"10884",2015,1,"Boston","45-54","45-54",20
"10885",2015,2,"Boston","25-34","35-44",30
"10886",2015,2,"Boston","25-34","35-44",20
"10887",2015,3,"Boston","25-34","45-54",55
"10888",2015,2,"Boston","18-20","35-44",55
"10889",2015,3,"Boston","35-44","75-84",30
"10890",2015,2,"Boston","21-24","25-34",NA
"10891",2015,3,"Boston","21-24","35-44",30
"10892",2015,1,"Boston",NA,NA,NA
"10893",2015,2,"Boston","21-24","35-44",NA
"10894",2015,2,"Boston","25-34","45-54",45
"10895",2015,2,"Boston","25-34","45-54",55
"10896",2015,2,"Boston","25-34","35-44",30
"10897",2015,2,"Boston","25-34","45-54",30
"10898",2015,1,"Boston","18-20","18-20",55
"10899",2015,2,"Boston","21-24","25-34",55
"10900",2015,1,"Boston","35-44","35-44",30
"10901",2015,2,"Boston","45-54","75-84",35
"10902",2015,1,"Boston","65-74","65-74",55
"10903",2015,2,"Boston","35-44","35-44",30
"10904",2015,3,"Boston","25-34","55-64",30
"10905",2015,4,"Boston","25-34","25-34",45
"10906",2015,2,"Boston","45-54","55-64",55
"10907",2015,2,"Boston","25-34","55-64",35
"10908",2015,2,"Boston","45-54","45-54",NA
"10909",2015,2,"Boston","55-64","55-64",NA
"10910",2015,1,"Boston","25-34","25-34",40
"10911",2015,1,"Boston","21-24","21-24",40
"10912",2015,1,"Boston","18-20","18-20",40
"10913",2015,1,"Boston","25-34","25-34",40
"10914",2015,2,"Boston","21-24","35-44",55
"10915",2015,2,"Boston","21-24","45-54",35
"10916",2015,2,"Boston","21-24","25-34",45
"10917",2015,2,"Boston","25-34","35-44",45
"10918",2015,3,"Boston","21-24","25-34",45
"10919",2015,2,"Boston","25-34","35-44",25
"10920",2015,1,"Boston","35-44","35-44",25
"10921",2015,1,"Boston","35-44","35-44",30
"10922",2015,2,"Boston","21-24","45-54",55
"10923",2015,3,"Boston","25-34","55-64",30
"10924",2015,2,"Boston","25-34","25-34",30
"10925",2015,1,"Boston","25-34","25-34",30
"10926",2015,2,"Boston","25-34","25-34",30
"10927",2015,2,"Boston","25-34","25-34",30
"10928",2015,2,"Boston","18-20","18-20",55
"10929",2015,2,"Boston","55-64","75-84",35
"10930",2015,1,"Boston","21-24","21-24",35
"10931",2015,1,"Boston","25-34","25-34",35
"10932",2015,1,"Boston","35-44","35-44",40
"10933",2015,1,"Boston","21-24","21-24",25
"10934",2015,2,"Boston","25-34","25-34",35
"10935",2015,2,"Boston","21-24","35-44",25
"10936",2015,2,"Boston","45-54","55-64",55
"10937",2015,2,"Boston","35-44","55-64",55
"10938",2015,3,"Boston","25-34","55-64",45
"10939",2015,2,"Boston","21-24","55-64",30
"10940",2015,2,"Boston","45-54","55-64",NA
"10941",2015,4,"Boston","35-44","45-54",NA
"10942",2015,2,"Boston","45-54","55-64",NA
"10943",2015,2,"Boston","45-54","55-64",15
"10944",2015,1,"Boston","25-34","25-34",30
"10945",2015,2,"Boston","21-24","55-64",35
"10946",2015,2,"Boston","25-34","55-64",30
"10947",2015,2,"Boston","25-34","55-64",55
"10948",2015,3,"Boston","35-44","65-74",35
"10949",2015,2,"Boston","25-34","45-54",30
"10950",2015,2,"Boston","21-24","25-34",30
"10951",2015,2,"Boston","45-54","55-64",35
"10952",2015,2,"Boston","25-34","65-74",35
"10953",2015,2,"Boston","25-34","55-64",NA
"10954",2015,2,"Boston","75-84","75-84",NA
"10955",2015,2,"Boston","35-44","65-74",NA
"10956",2015,3,"Boston","21-24","35-44",25
"10957",2015,1,"Boston","45-54","45-54",45
"10958",2015,1,"Boston","25-34","25-34",25
"10959",2015,2,"Boston","25-34","45-54",15
"10960",2015,2,"Boston","18-20","18-20",30
"10961",2015,2,"Boston","21-24","25-34",30
"10962",2015,1,"Boston","21-24","21-24",30
"10963",2015,2,"Boston","35-44","35-44",30
"10964",2015,1,"Boston","18-20","18-20",35
"10965",2015,2,"Boston","65-74","65-74",35
"10966",2015,4,"Boston","25-34","65-74",55
"10967",2015,3,"Boston","35-44","45-54",55
"10968",2015,2,"Boston","21-24","25-34",55
"10969",2015,3,"Boston","18-20","55-64",45
"10970",2015,2,"Boston","25-34","35-44",35
"10971",2015,2,"Boston","21-24","25-34",45
"10972",2015,2,"Boston","45-54","55-64",25
"10973",2015,3,"Boston","25-34","55-64",45
"10974",2015,2,"Boston","35-44","55-64",30
"10975",2015,2,"Boston","45-54","55-64",45
"10976",2015,1,"Boston","25-34","25-34",45
"10977",2015,3,"Boston","21-24","55-64",35
"10978",2015,2,"Boston","35-44","35-44",NA
"10979",2015,2,"Boston","25-34","45-54",30
"10980",2015,1,"Boston","18-20","18-20",35
"10981",2015,2,"Boston","45-54","45-54",NA
"10982",2015,2,"Boston","35-44","45-54",NA
"10983",2015,1,"Boston","25-34","25-34",NA
"10984",2015,4,"Boston","35-44","45-54",55
"10985",2015,2,"Boston","25-34","35-44",35
"10986",2015,3,"Boston","35-44","45-54",45
"10987",2015,2,"Boston","35-44","35-44",25
"10988",2015,2,"Boston","35-44","35-44",45
"10989",2015,1,"Boston","25-34","25-34",25
"10990",2015,2,"Boston","35-44","35-44",15
"10991",2015,2,"Boston","25-34","55-64",30
"10992",2015,2,"Boston","18-20","18-20",5
"10993",2015,3,"Boston","16-17","45-54",30
"10994",2015,1,"Boston","21-24","21-24",30
"10995",2015,2,"Boston","55-64","55-64",55
"10996",2015,1,"Boston","25-34","25-34",35
"10997",2015,2,"Boston","35-44","45-54",35
"10998",2015,3,"Boston","18-20","35-44",55
"10999",2015,1,"Boston","18-20","18-20",35
"11000",2015,3,"Boston","25-34","25-34",30
"11001",2015,1,"Boston","25-34","25-34",30
"11002",2015,2,"Boston",NA,NA,NA
"11003",2015,2,"Boston","18-20","18-20",NA
"11004",2015,1,"Boston","21-24","21-24",NA
"11005",2015,2,"Boston","25-34","25-34",NA
"11006",2015,2,"Boston","21-24","25-34",NA
"11007",2015,2,"Boston","21-24","45-54",NA
"11008",2015,2,"Boston","25-34","25-34",NA
"11009",2015,2,"Boston","21-24","25-34",30
"11010",2015,2,"Boston",NA,NA,NA
"11011",2015,2,"Boston","21-24","25-34",NA
"11012",2015,2,"Boston","25-34","35-44",NA
"11013",2015,2,"Boston","18-20","45-54",30
"11014",2015,2,"Boston","25-34","65-74",30
"11015",2015,2,"Boston","45-54","55-64",30
"11016",2015,2,"Boston","21-24","21-24",55
"11017",2015,2,"Boston","25-34","45-54",35
"11018",2015,1,"Boston","45-54","45-54",35
"11019",2015,2,"Boston","35-44","55-64",45
"11020",2015,1,"Boston","21-24","21-24",35
"11021",2015,3,"Boston","25-34","45-54",30
"11022",2015,2,"Boston","25-34","35-44",35
"11023",2015,2,"Boston","25-34","55-64",45
"11024",2015,1,"Boston","21-24","21-24",45
"11025",2015,1,"Boston","25-34","25-34",45
"11026",2015,1,"Boston","25-34","25-34",35
"11027",2015,1,"Boston","45-54","45-54",45
"11028",2015,1,"Boston","45-54","45-54",45
"11029",2015,1,"Boston","25-34","25-34",25
"11030",2015,1,"Boston","35-44","35-44",45
"11031",2015,2,"Boston","21-24","35-44",25
"11032",2015,2,"Boston","21-24","45-54",45
"11033",2015,2,"Boston","25-34","35-44",30
"11034",2015,4,"Boston","21-24","55-64",35
"11035",2015,2,"Boston","21-24","45-54",35
"11036",2015,2,"Boston","25-34","65-74",45
"11037",2015,1,"Boston","25-34","25-34",45
"11038",2015,1,"Boston","21-24","21-24",35
"11039",2015,3,"Boston","21-24","35-44",45
"11040",2015,1,"Boston","18-20","18-20",25
"11041",2015,2,"Boston","25-34","55-64",25
"11042",2015,1,"Boston","35-44","35-44",30
"11043",2015,2,"Boston","25-34","35-44",30
"11044",2015,2,"Boston","25-34","35-44",30
"11045",2015,1,"Boston","75-84","75-84",30
"11046",2015,2,"Boston","25-34","25-34",30
"11047",2015,2,"Boston","18-20","18-20",30
"11048",2015,2,"Boston","25-34","55-64",55
"11049",2015,3,"Boston","25-34","55-64",55
"11050",2015,1,"Boston","25-34","25-34",25
"11051",2015,2,"Boston","21-24","25-34",45
"11052",2015,2,"Boston","21-24","45-54",45
"11053",2015,2,"Boston","35-44","35-44",45
"11054",2015,2,"Boston","21-24","55-64",45
"11055",2015,2,"Boston","25-34","35-44",30
"11056",2015,2,"Boston","45-54","55-64",45
"11057",2015,4,"Boston","25-34","35-44",45
"11058",2015,3,"Boston","21-24","25-34",35
"11059",2015,2,"Boston","21-24","55-64",45
"11060",2015,2,"Boston","21-24","25-34",45
"11061",2015,2,"Boston","35-44","55-64",45
"11062",2015,2,"Boston","21-24","55-64",30
"11063",2015,1,"Boston","25-34","25-34",35
"11064",2015,2,"Boston","25-34","35-44",45
"11065",2015,2,"Boston","18-20","45-54",35
"11066",2015,2,"Boston","25-34","25-34",45
"11067",2015,1,"Boston","18-20","18-20",45
"11068",2015,2,"Boston","35-44","45-54",15
"11069",2015,2,"Boston","21-24","25-34",45
"11070",2015,2,"Boston","25-34","45-54",35
"11071",2015,3,"Boston","21-24","35-44",45
"11072",2015,2,"Boston","45-54","45-54",55
"11073",2015,3,"Boston","45-54","55-64",45
"11074",2015,3,"Boston","25-34","35-44",35
"11075",2015,2,"Boston","25-34","25-34",55
"11076",2015,4,"Boston","25-34","55-64",55
"11077",2015,3,"Boston","18-20","35-44",55
"11078",2015,2,"Boston","25-34","35-44",55
"11079",2015,2,"Boston","45-54","75-84",15
"11080",2015,1,"Boston","45-54","45-54",NA
"11081",2015,1,"Boston","55-64","55-64",NA
"11082",2015,2,"Boston","18-20","55-64",NA
"11083",2015,2,"Boston","18-20","18-20",NA
"11084",2015,2,"Boston","21-24","25-34",30
"11085",2015,1,"Boston","18-20","18-20",NA
"11086",2015,3,"Boston","21-24","55-64",NA
"11087",2015,2,"Boston","55-64","65-74",NA
"11088",2015,2,"Boston","21-24","25-34",NA
"11089",2015,2,"Boston","25-34","35-44",NA
"11090",2015,1,"Boston","65-74","65-74",NA
"11091",2015,4,"Boston","21-24","55-64",NA
"11092",2015,3,"Boston","35-44","35-44",NA
"11093",2015,3,"Boston","35-44","55-64",NA
"11094",2015,2,"Boston",NA,NA,NA
"11095",2015,2,"Boston","35-44","45-54",NA
"11096",2015,2,"Boston","25-34","65-74",NA
"11097",2015,1,"Boston","55-64","55-64",NA
"11098",2015,1,"Boston","45-54","45-54",NA
"11099",2015,1,"Boston","75-84","75-84",NA
"11100",2015,4,"Boston","45-54","45-54",NA
"11101",2015,2,"Boston","18-20","25-34",NA
"11102",2015,1,"Boston","35-44","35-44",30
"11103",2015,1,"Boston","45-54","45-54",NA
"11104",2015,1,"Boston","45-54","45-54",NA
"11105",2015,2,"Boston","21-24","35-44",NA
"11106",2015,1,"Boston","25-34","25-34",30
"11107",2015,1,"Boston","55-64","55-64",30
"11108",2015,2,"Boston","21-24","65-74",NA
"11109",2015,2,"Boston","25-34","45-54",NA
"11110",2015,2,"Boston","25-34","25-34",NA
"11111",2015,2,"Boston","35-44","45-54",45
"11112",2015,1,"Boston","25-34","25-34",45
"11113",2015,1,"Boston","25-34","25-34",30
"11114",2015,2,"Boston","21-24","25-34",45
"11115",2015,2,"Boston","21-24","25-34",25
"11116",2015,2,"Boston","25-34","25-34",45
"11117",2015,2,"Boston","25-34","45-54",35
"11118",2015,3,"Boston","35-44","55-64",45
"11119",2015,2,"Boston","21-24","35-44",45
"11120",2015,4,"Boston","21-24","55-64",45
"11121",2015,2,"Boston","25-34","65-74",45
"11122",2015,2,"Boston","25-34","25-34",45
"11123",2015,2,"Boston","21-24","45-54",25
"11124",2015,1,"Boston","55-64","55-64",35
"11125",2015,2,"Boston","25-34","25-34",30
"11126",2015,1,"Boston","21-24","21-24",35
"11127",2015,1,"Boston","25-34","25-34",25
"11128",2015,2,"Boston","21-24","55-64",35
"11129",2015,1,"Boston","21-24","21-24",35
"11130",2015,1,"Boston","25-34","25-34",30
"11131",2015,2,"Boston","45-54","45-54",30
"11132",2015,2,"Boston","55-64","55-64",25
"11133",2015,2,"Boston","25-34","45-54",30
"11134",2015,1,"Boston","35-44","35-44",30
"11135",2015,2,"Boston","25-34","25-34",30
"11136",2015,1,"Boston","25-34","25-34",40
"11137",2015,2,"Boston","21-24","25-34",30
"11138",2015,3,"Boston","25-34","55-64",35
"11139",2015,2,"Boston","21-24","25-34",55
"11140",2015,2,"Boston","25-34","35-44",50
"11141",2015,3,"Boston","25-34","45-54",35
"11142",2015,2,"Boston","25-34","45-54",35
"11143",2015,2,"Boston","18-20","21-24",30
"11144",2015,1,"Boston","21-24","21-24",35
"11145",2015,2,"Boston","21-24","25-34",35
"11146",2015,2,"Boston","25-34","55-64",35
"11147",2015,2,"Boston","25-34","35-44",35
"11148",2015,2,"Boston","18-20","35-44",40
"11149",2015,3,"Boston","21-24","45-54",55
"11150",2015,2,"Boston","18-20","45-54",35
"11151",2015,2,"Boston","45-54","55-64",25
"11152",2015,3,"Boston","25-34","25-34",35
"11153",2015,2,"Boston","25-34","25-34",25
"11154",2015,2,"Boston","21-24","25-34",55
"11155",2015,2,"Boston","45-54","45-54",20
"11156",2015,3,"Boston","21-24","55-64",25
"11157",2015,2,"Boston","35-44","55-64",25
"11158",2015,2,"Boston","25-34","25-34",20
"11159",2015,2,"Boston","25-34","35-44",35
"11160",2015,1,"Boston","25-34","25-34",40
"11161",2015,2,"Boston","21-24","65-74",35
"11162",2015,1,"Boston","25-34","25-34",35
"11163",2015,2,"Boston","25-34","25-34",55
"11164",2015,2,"Boston","25-34","35-44",45
"11165",2015,2,"Boston","35-44","45-54",45
"11166",2015,2,"Boston","55-64","55-64",25
"11167",2015,1,"Boston","25-34","25-34",30
"11168",2015,2,"Boston","21-24","35-44",35
"11169",2015,2,"Boston","21-24","25-34",NA
"11170",2015,2,"Boston","25-34","25-34",30
"11171",2015,2,"Boston","25-34","45-54",45
"11172",2015,2,"Boston","25-34","55-64",45
"11173",2015,2,"Boston","55-64","65-74",35
"11174",2015,2,"Boston","25-34","35-44",35
"11175",2015,3,"Boston","35-44","55-64",45
"11176",2015,2,"Boston","18-20","55-64",45
"11177",2015,2,"Boston","21-24","21-24",45
"11178",2015,4,"Boston","18-20","25-34",45
"11179",2015,2,"Boston","35-44","55-64",30
"11180",2015,2,"Boston","35-44","55-64",30
"11181",2015,1,"Boston","45-54","45-54",35
"11182",2015,1,"Boston","35-44","35-44",30
"11183",2015,2,"Boston","35-44","45-54",15
"11184",2015,2,"Boston","25-34","55-64",45
"11185",2015,2,"Boston","21-24","25-34",40
"11186",2015,2,"Boston","25-34","35-44",55
"11187",2015,2,"Boston","25-34","55-64",35
"11188",2015,2,"Boston","18-20","35-44",30
"11189",2015,3,"Boston","25-34","25-34",30
"11190",2015,2,"Boston","35-44","65-74",30
"11191",2015,2,"Boston","25-34","45-54",35
"11192",2015,2,"Boston","21-24","35-44",35
"11193",2015,2,"Boston","35-44","35-44",35
"11194",2015,1,"Boston","25-34","25-34",NA
"11195",2015,2,"Boston","21-24","45-54",25
"11196",2015,1,"Boston","65-74","65-74",35
"11197",2015,2,"Boston","25-34","55-64",15
"11198",2015,2,"Boston","25-34","25-34",55
"11199",2015,2,"Boston","21-24","55-64",45
"11200",2015,2,"Boston","25-34","35-44",30
"11201",2015,2,"Boston","21-24","21-24",20
"11202",2015,1,"Boston","21-24","21-24",55
"11203",2015,4,"Boston","25-34","55-64",55
"11204",2015,2,"Boston","25-34","35-44",55
"11205",2015,1,"Boston","21-24","21-24",30
"11206",2015,1,"Boston","25-34","25-34",25
"11207",2015,2,"Boston","45-54","55-64",15
"11208",2015,2,"Boston","35-44","45-54",NA
"11209",2015,2,"Boston","21-24","35-44",NA
"11210",2015,1,"Boston","55-64","55-64",45
"11211",2015,1,"Boston","21-24","21-24",45
"11212",2015,1,"Boston","21-24","21-24",45
"11213",2015,4,"Boston","16-17","55-64",45
"11214",2015,1,"Boston","21-24","21-24",25
"11215",2015,3,"Boston","25-34","65-74",45
"11216",2015,3,"Boston","25-34","45-54",25
"11217",2015,3,"Boston","18-20","25-34",30
"11218",2015,3,"Boston","21-24","25-34",45
"11219",2015,2,"Boston","65-74","65-74",45
"11220",2015,1,"Boston","35-44","35-44",30
"11221",2015,2,"Boston","21-24","45-54",35
"11222",2015,2,"Boston","45-54","45-54",45
"11223",2015,2,"Boston","25-34","45-54",30
"11224",2015,1,"Boston","35-44","35-44",35
"11225",2015,2,"Boston","35-44","45-54",55
"11226",2015,1,"Boston","25-34","25-34",30
"11227",2015,1,"Boston","25-34","25-34",45
"11228",2015,2,"Boston","45-54","75-84",45
"11229",2015,2,"Boston","45-54","55-64",30
"11230",2015,2,"Boston","25-34","55-64",35
"11231",2015,1,"Boston","21-24","21-24",45
"11232",2015,1,"Boston","25-34","25-34",25
"11233",2015,1,"Boston","35-44","35-44",25
"11234",2015,1,"Boston","25-34","25-34",35
"11235",2015,1,"Boston","25-34","25-34",35
"11236",2015,3,"Boston",NA,NA,5
"11237",2015,2,"Boston","25-34","45-54",25
"11238",2015,1,"Boston","35-44","35-44",45
"11239",2015,3,"Boston","25-34","45-54",45
"11240",2015,4,"Boston","21-24","55-64",35
"11241",2015,2,"Boston","25-34","35-44",45
"11242",2015,1,"Boston",NA,NA,30
"11243",2015,2,"Boston","21-24","25-34",40
"11244",2015,2,"Boston","21-24","25-34",30
"11245",2015,2,"Boston","25-34","25-34",40
"11246",2015,1,"Boston","21-24","21-24",40
"11247",2015,2,"Boston","65-74","65-74",55
"11248",2015,2,"Boston","45-54","65-74",35
"11249",2015,1,"Boston","55-64","55-64",30
"11250",2015,2,"Boston","45-54","55-64",35
"11251",2015,3,"Boston","25-34","25-34",35
"11252",2015,3,"Boston","25-34","55-64",30
"11253",2015,2,"Boston","25-34","25-34",45
"11254",2015,2,"Boston","25-34","45-54",25
"11255",2015,4,"Boston","25-34","55-64",35
"11256",2015,2,"Boston","55-64","55-64",35
"11257",2015,2,"Boston","25-34","55-64",55
"11258",2015,2,"Boston","21-24","65-74",30
"11259",2015,2,"Boston","21-24","25-34",40
"11260",2015,1,"Boston","65-74","65-74",30
"11261",2015,3,"Boston","25-34","35-44",55
"11262",2015,1,"Boston",NA,NA,30
"11263",2015,2,"Boston","35-44","75-84",30
"11264",2015,3,"Boston","25-34","45-54",30
"11265",2015,3,"Boston","18-20","55-64",35
"11266",2015,2,"Boston","25-34","45-54",35
"11267",2015,2,"Boston","18-20","25-34",30
"11268",2015,1,"Boston","18-20","18-20",35
"11269",2015,2,"Boston","25-34","45-54",30
"11270",2015,5,"Boston","25-34","35-44",25
"11271",2015,2,"Boston","21-24","35-44",40
"11272",2015,2,"Boston","45-54","45-54",55
"11273",2015,2,"Boston","55-64","55-64",55
"11274",2015,2,"Boston","21-24","35-44",30
"11275",2015,2,"Boston","25-34","25-34",30
"11276",2015,3,"Boston","35-44","55-64",NA
"11277",2015,2,"Boston","18-20","45-54",NA
"11278",2015,2,"Boston","35-44","45-54",NA
"11279",2015,1,"Boston","45-54","45-54",30
"11280",2015,1,"Boston","18-20","18-20",NA
"11281",2015,2,"Boston","25-34","55-64",40
"11282",2015,4,"Boston","16-17","35-44",35
"11283",2015,1,"Boston","25-34","25-34",35
"11284",2015,2,"Boston","21-24","25-34",NA
"11285",2015,2,"Boston",NA,NA,35
"11286",2015,2,"Boston",NA,NA,30
"11287",2015,1,"Boston","25-34","25-34",NA
"11288",2015,3,"Boston","45-54","65-74",NA
"11289",2015,2,"Boston","25-34","45-54",30
"11290",2015,2,"Boston","21-24","55-64",45
"11291",2015,3,"Boston","21-24","45-54",45
"11292",2015,1,"Boston","45-54","45-54",30
"11293",2015,2,"Boston","25-34","45-54",30
"11294",2015,3,"Boston","35-44","55-64",55
"11295",2015,2,"Boston","25-34","45-54",55
"11296",2015,2,"Boston","21-24","25-34",30
"11297",2015,1,"Boston","45-54","45-54",30
"11298",2015,3,"Boston","45-54","55-64",55
"11299",2015,2,"Boston","35-44","45-54",30
"11300",2015,2,"Boston","25-34","45-54",30
"11301",2015,2,"Boston","25-34","35-44",30
"11302",2015,2,"Boston","55-64","55-64",55
