"","YEAR","NUMB_VEHC","CITY","AGE_DRVR_YNGST","AGE_DRVR_OLDEST","SPEED_LIMIT"
"23765",2018,2,"Boston","18-20","18-20",NA
"23766",2018,3,"Boston","25-34","25-34",NA
"23767",2018,2,"Boston","35-44","35-44",55
"23768",2018,2,"Boston","45-54","45-54",25
"23769",2018,3,"Boston","35-44","55-64",30
"23770",2018,2,"Boston","25-34","55-64",30
"23771",2018,2,"Boston","21-24","65-74",30
"23772",2018,2,"Boston","18-20","25-34",25
"23773",2018,3,"Boston","21-24","25-34",55
"23774",2018,2,"Boston","18-20","75-84",45
"23775",2018,2,"Boston","21-24","21-24",45
"23776",2018,3,"Boston","45-54","55-64",30
"23777",2018,1,"Boston","21-24","21-24",30
"23778",2018,2,"Boston","25-34","45-54",40
"23779",2018,2,"Boston","45-54","65-74",25
"23780",2018,3,"Boston","21-24","55-64",35
"23781",2018,2,"Boston","25-34","25-34",30
"23782",2018,2,"Boston","21-24","25-34",30
"23783",2018,2,"Boston","25-34","35-44",40
"23784",2018,3,"Boston","25-34","25-34",30
"23785",2018,2,"Boston","25-34","55-64",35
"23786",2018,2,"Boston","25-34","25-34",55
"23787",2018,2,"Boston","25-34","25-34",55
"23788",2018,2,"Boston","16-17","35-44",55
"23789",2018,2,"Boston","21-24","55-64",30
"23790",2018,2,"Boston","35-44","35-44",25
"23791",2018,2,"Boston","35-44","35-44",45
"23792",2018,1,"Boston","21-24","21-24",35
"23793",2018,2,"Boston","21-24","55-64",25
"23794",2018,2,"Boston","45-54","55-64",45
"23795",2018,2,"Boston","25-34","25-34",45
"23796",2018,2,"Boston","21-24","25-34",45
"23797",2018,2,"Boston","55-64","65-74",45
"23798",2018,2,"Boston","55-64","65-74",30
"23799",2018,3,"Boston","25-34","35-44",20
"23800",2018,2,"Boston","25-34","45-54",NA
"23801",2018,2,"Boston","25-34","35-44",NA
"23802",2018,2,"Boston","21-24","45-54",25
"23803",2018,2,"Boston","25-34","45-54",NA
"23804",2018,2,"Boston","25-34","65-74",30
"23805",2018,2,"BOSTON",NA,NA,30
"23806",2018,4,"Boston","18-20","35-44",45
"23807",2018,3,"Boston","21-24","45-54",45
"23808",2018,3,"Boston","25-34","55-64",55
"23809",2018,2,"Boston","65-74","65-74",NA
"23810",2018,2,"Boston",NA,NA,25
"23811",2018,6,"Boston","18-20","21-24",NA
"23812",2018,2,"Boston","35-44","35-44",25
"23813",2018,2,"Boston","25-34","35-44",45
"23814",2018,2,"BOSTON","25-34","35-44",30
"23815",2018,3,"Boston","25-34","25-34",55
"23816",2018,2,"Boston","25-34","45-54",35
"23817",2018,1,"Boston","35-44","35-44",45
"23818",2018,2,"Boston","35-44","35-44",45
"23819",2018,2,"Boston","21-24","35-44",45
"23820",2018,2,"Boston","25-34","25-34",55
"23821",2018,2,"Boston","25-34","25-34",55
"23822",2018,1,"Boston","35-44","35-44",30
"23823",2018,1,"Boston","35-44","35-44",30
"23824",2018,4,"Boston","21-24","45-54",35
"23825",2018,2,"Boston","21-24","25-34",25
"23826",2018,2,"Boston","18-20","25-34",NA
"23827",2018,2,"Boston","21-24","35-44",25
"23828",2018,1,"Boston","35-44","35-44",40
"23829",2018,2,"Boston","25-34","35-44",55
"23830",2018,2,"Boston","25-34","65-74",25
"23831",2018,2,"Boston","25-34","25-34",45
"23832",2018,1,"Boston","35-44","35-44",35
"23833",2018,2,"Boston","35-44","75-84",30
"23834",2018,2,"Boston","21-24","45-54",45
"23835",2018,2,"Boston","25-34","35-44",25
"23836",2018,1,"Boston","25-34","25-34",20
"23837",2018,1,"Boston","18-20","18-20",45
"23838",2018,2,"Boston","21-24","65-74",55
"23839",2018,2,"Boston","18-20","25-34",45
"23840",2018,2,"Boston","35-44","55-64",30
"23841",2018,2,"Boston","25-34","35-44",35
"23842",2018,1,"Boston","75-84","75-84",25
"23843",2018,3,"Boston","25-34","45-54",45
"23844",2018,2,"Boston","35-44","45-54",45
"23845",2018,2,"Boston","45-54","65-74",25
"23846",2018,2,"BOSTON","45-54","45-54",35
"23847",2018,2,"Boston","25-34","25-34",25
"23848",2018,4,"Boston","21-24","65-74",45
"23849",2018,2,"Boston","35-44",">84",40
"23850",2018,2,"Boston","25-34","55-64",40
"23851",2018,1,"Boston","21-24","21-24",55
"23852",2018,3,"Boston","25-34","75-84",25
"23853",2018,4,"Boston","25-34","35-44",45
"23854",2018,2,"Boston","18-20","25-34",45
"23855",2018,2,"Boston","21-24","25-34",45
"23856",2018,2,"Boston","25-34","25-34",35
"23857",2018,2,"Boston","35-44","35-44",20
"23858",2018,3,"Boston","25-34","55-64",15
"23859",2018,3,"Boston","25-34","35-44",55
"23860",2018,1,"Boston","65-74","65-74",35
"23861",2018,2,"Boston","35-44","65-74",40
"23862",2018,1,"Boston","21-24","21-24",40
"23863",2018,2,"Boston","21-24","25-34",NA
"23864",2018,3,"Boston","25-34","45-54",55
"23865",2018,2,"Boston","25-34","25-34",25
"23866",2018,2,"Boston","45-54","45-54",NA
"23867",2018,2,"Boston","25-34","35-44",NA
"23868",2018,1,"Boston","35-44","35-44",NA
"23869",2018,3,"Boston","45-54","45-54",NA
"23870",2018,2,"Boston","45-54","45-54",NA
"23871",2018,2,"Boston",NA,NA,NA
"23872",2018,2,"Boston","45-54","55-64",55
"23873",2018,2,"Boston","25-34","45-54",45
"23874",2018,2,"Boston","21-24","21-24",55
"23875",2018,2,"Boston","35-44","45-54",30
"23876",2018,2,"Boston","21-24","45-54",55
"23877",2018,2,"Boston","21-24","65-74",55
"23878",2018,3,"Boston","18-20","25-34",45
"23879",2018,1,"Boston","25-34","25-34",35
"23880",2018,2,"Boston","25-34","55-64",35
"23881",2018,2,"Boston","25-34","35-44",45
"23882",2018,2,"Boston","25-34","45-54",25
"23883",2018,1,"Boston","55-64","55-64",NA
"23884",2018,2,"Boston","25-34","25-34",25
"23885",2018,2,"Boston","35-44","35-44",NA
"23886",2018,2,"Boston","35-44","65-74",NA
"23887",2018,2,"Boston","18-20","21-24",NA
"23888",2018,2,"Boston","35-44","45-54",NA
"23889",2018,2,"Boston","55-64","55-64",NA
"23890",2018,2,"Boston","18-20","55-64",NA
"23891",2018,2,"Boston","35-44","55-64",20
"23892",2018,2,"Boston","18-20","45-54",30
"23893",2018,2,"Boston","25-34","25-34",25
"23894",2018,3,"Boston","21-24","55-64",55
"23895",2018,2,"Boston","25-34","25-34",55
"23896",2018,2,"Boston","21-24","35-44",35
"23897",2018,1,"BOSTON","75-84","75-84",35
"23898",2018,1,"Boston","45-54","45-54",45
"23899",2018,1,"Boston","25-34","25-34",30
"23900",2018,2,"Boston","35-44","35-44",35
"23901",2018,2,"Boston","25-34","45-54",35
"23902",2018,2,"Boston","45-54","55-64",55
"23903",2018,2,"Boston","25-34","35-44",35
"23904",2018,2,"Boston","25-34","35-44",30
"23905",2018,3,"BOSTON","18-20","45-54",55
"23906",2018,3,"Boston","21-24","45-54",55
"23907",2018,1,"Boston","25-34","25-34",55
"23908",2018,2,"Boston","21-24","25-34",25
"23909",2018,2,"Boston","25-34","35-44",45
"23910",2018,3,"BOSTON","35-44","35-44",NA
"23911",2018,3,"Boston","45-54","45-54",30
"23912",2018,2,"Boston",NA,NA,NA
"23913",2018,4,"Boston",NA,NA,NA
"23914",2018,3,"Boston","35-44","55-64",25
"23915",2018,1,"Boston","45-54","45-54",10
"23916",2018,2,"Boston","35-44","65-74",35
"23917",2018,2,"Boston","25-34","35-44",20
"23918",2018,1,"Boston","45-54","45-54",30
"23919",2018,3,"Boston","25-34","55-64",35
"23920",2018,1,"Boston","25-34","25-34",40
"23921",2018,2,"Boston","21-24","25-34",55
"23922",2018,2,"Boston","35-44","55-64",25
"23923",2018,3,"Boston","18-20","65-74",45
"23924",2018,2,"Boston","25-34","35-44",30
"23925",2018,2,"Boston","35-44","45-54",45
"23926",2018,2,"Boston","25-34","35-44",45
"23927",2018,3,"Boston","21-24","45-54",45
"23928",2018,2,"Boston","18-20","35-44",45
"23929",2018,1,"Boston","21-24","21-24",55
"23930",2018,2,"Boston","25-34","45-54",55
"23931",2018,2,"Boston","35-44","55-64",30
"23932",2018,2,"Boston","75-84","75-84",30
"23933",2018,2,"Boston","55-64","55-64",40
"23934",2018,2,"Boston","18-20","25-34",30
"23935",2018,1,"BOSTON","65-74","65-74",35
"23936",2018,2,"Boston","65-74","65-74",35
"23937",2018,2,"Boston","45-54","55-64",45
"23938",2018,1,"Boston","25-34","25-34",25
"23939",2018,3,"Boston","25-34","25-34",NA
"23940",2018,1,"Boston","35-44","35-44",40
"23941",2018,1,"Boston","21-24","21-24",25
"23942",2018,1,"Boston","25-34","25-34",NA
"23943",2018,1,"Boston","25-34","25-34",NA
"23944",2018,1,"Boston","45-54","45-54",NA
"23945",2018,2,"Boston","35-44","35-44",NA
"23946",2018,2,"Boston",NA,NA,NA
"23947",2018,2,"Boston","45-54","55-64",25
"23948",2018,2,"Boston","21-24","35-44",30
"23949",2018,2,"Boston","35-44","45-54",65
"23950",2018,2,"Boston","25-34","25-34",45
"23951",2018,2,"Boston","18-20","25-34",45
"23952",2018,2,"Boston","25-34","55-64",NA
"23953",2018,4,"Boston","35-44","55-64",NA
"23954",2018,2,"Boston","35-44","35-44",NA
"23955",2018,2,"Boston","25-34","35-44",NA
"23956",2018,2,"Boston","25-34","35-44",NA
"23957",2018,1,"Boston","21-24","21-24",NA
"23958",2018,1,"Boston","25-34","25-34",NA
"23959",2018,1,"Boston","25-34","25-34",NA
"23960",2018,1,"Boston","21-24","21-24",NA
"23961",2018,1,"Boston","21-24","21-24",NA
"23962",2018,1,"Boston","55-64","55-64",NA
"23963",2018,2,"Boston","25-34","55-64",NA
"23964",2018,2,"Boston","18-20","75-84",NA
"23965",2018,2,"Boston","45-54","45-54",NA
"23966",2018,2,"Boston","45-54","55-64",20
"23967",2018,1,"Boston","45-54","45-54",2
"23968",2018,2,"Boston","45-54","55-64",15
"23969",2018,2,"Boston","21-24","45-54",35
"23970",2018,2,"Boston","35-44","45-54",25
"23971",2018,2,"Boston","21-24","55-64",55
"23972",2018,2,"Boston","25-34","55-64",55
"23973",2018,2,"Boston","35-44","45-54",55
"23974",2018,2,"Boston","25-34","35-44",45
"23975",2018,1,"Boston","55-64","55-64",35
"23976",2018,2,"Boston","45-54","55-64",35
"23977",2018,2,"Boston","21-24","25-34",40
"23978",2018,1,"Boston","25-34","25-34",25
"23979",2018,4,"Boston","25-34","75-84",35
"23980",2018,4,"Boston","21-24","55-64",55
"23981",2018,2,"Boston","18-20","18-20",55
"23982",2018,3,"Boston","25-34","55-64",45
"23983",2018,1,"Boston","35-44","35-44",45
"23984",2018,2,"Boston","25-34","45-54",55
"23985",2018,2,"Boston","25-34","65-74",30
"23986",2018,2,"Boston","35-44","35-44",30
"23987",2018,4,"Boston","55-64","55-64",NA
"23988",2018,3,"Boston","25-34","35-44",30
"23989",2018,5,"Boston","21-24","35-44",45
"23990",2018,1,"Boston","21-24","21-24",30
"23991",2018,3,"Boston","21-24","45-54",55
"23992",2018,1,"Boston",NA,NA,55
"23993",2018,2,"Boston","35-44","45-54",55
"23994",2018,2,"Boston","65-74","65-74",35
"23995",2018,2,"Boston","25-34","25-34",25
"23996",2018,2,"Boston","25-34","55-64",20
"23997",2018,1,"Boston","65-74","65-74",25
"23998",2018,2,"Boston","25-34","35-44",NA
"23999",2018,2,"Boston","25-34","25-34",NA
"24000",2018,2,"Boston","35-44","65-74",NA
"24001",2018,2,"Boston","35-44","55-64",25
"24002",2018,3,"Boston",NA,NA,NA
"24003",2018,3,"Boston",NA,NA,NA
"24004",2018,3,"Boston","45-54","45-54",25
"24005",2018,1,"Boston","45-54","45-54",NA
"24006",2018,1,"Boston",NA,NA,25
"24007",2018,2,"Boston","21-24","25-34",25
"24008",2018,2,"Boston",NA,NA,NA
"24009",2018,2,"Boston","25-34","35-44",55
"24010",2018,2,"Boston","55-64","55-64",NA
"24011",2018,2,"Boston","25-34","25-34",35
"24012",2018,2,"BOSTON","25-34","65-74",45
"24013",2018,2,"Boston","45-54","65-74",45
"24014",2018,2,"Boston","45-54","45-54",45
"24015",2018,2,"Boston","35-44","55-64",25
"24016",2018,2,"Boston","21-24","21-24",45
"24017",2018,1,"Boston","45-54","45-54",55
"24018",2018,2,"Boston","25-34","25-34",30
"24019",2018,2,"Boston","25-34","25-34",30
"24020",2018,2,"Boston","21-24","45-54",25
"24021",2018,2,"Boston","25-34","45-54",30
"24022",2018,2,"Boston","21-24","45-54",35
"24023",2018,3,"Boston","25-34","55-64",35
"24024",2018,2,"BOSTON","25-34","35-44",30
"24025",2018,1,"Boston","25-34","25-34",45
"24026",2018,3,"Boston","18-20","45-54",45
"24027",2018,7,"Boston","25-34","55-64",35
"24028",2018,2,"Boston","18-20","35-44",30
"24029",2018,2,"Boston","25-34","35-44",55
"24030",2018,2,"Boston","45-54","55-64",45
"24031",2018,1,"Boston","35-44","35-44",25
"24032",2018,2,"Boston","21-24","35-44",35
"24033",2018,2,"Boston","25-34","35-44",30
"24034",2018,2,"Boston","25-34","25-34",25
"24035",2018,3,"Boston","21-24","21-24",NA
"24036",2018,2,"Boston","25-34","55-64",45
"24037",2018,1,"Boston","35-44","35-44",35
"24038",2018,2,"BOSTON","45-54","65-74",55
"24039",2018,2,"Boston","21-24","25-34",55
"24040",2018,3,"BOSTON","25-34","25-34",30
"24041",2018,2,"BOSTON","18-20","55-64",55
"24042",2018,2,"Boston","45-54","45-54",25
"24043",2018,1,"Boston","21-24","21-24",NA
"24044",2018,2,"Boston",NA,NA,NA
"24045",2018,1,"Boston","45-54","45-54",NA
"24046",2018,2,"Boston","21-24","25-34",NA
"24047",2018,2,"Boston","35-44","45-54",NA
"24048",2018,2,"Boston","45-54","55-64",25
"24049",2018,2,"Boston","25-34","25-34",NA
"24050",2018,1,"Boston","55-64","55-64",25
"24051",2018,2,"Boston","35-44","55-64",NA
"24052",2018,1,"Boston","55-64","55-64",55
"24053",2018,2,"Boston","25-34","45-54",25
"24054",2018,2,"Boston","25-34","45-54",40
"24055",2018,2,"Boston","45-54","45-54",40
"24056",2018,2,"Boston","25-34","55-64",40
"24057",2018,1,"Boston","55-64","55-64",NA
"24058",2018,2,"Boston","35-44","35-44",NA
"24059",2018,2,"Boston",NA,NA,NA
"24060",2018,2,"Boston","25-34","45-54",NA
"24061",2018,3,"Boston","25-34","35-44",NA
"24062",2018,2,"Boston","25-34","35-44",NA
"24063",2018,4,"Boston","45-54","45-54",25
"24064",2018,2,"Boston","65-74","65-74",NA
"24065",2018,4,"Boston","35-44","35-44",NA
"24066",2018,1,"BOSTON","55-64","55-64",25
"24067",2018,2,"Boston","25-34","45-54",NA
"24068",2018,2,"Boston","25-34","55-64",25
"24069",2018,3,"Boston","25-34","45-54",NA
"24070",2018,2,"Boston","25-34","35-44",NA
"24071",2018,1,"Boston","65-74","65-74",NA
"24072",2018,2,"Boston","21-24","21-24",25
"24073",2018,2,"Boston","25-34","75-84",NA
"24074",2018,1,"Boston","55-64","55-64",NA
"24075",2018,2,"Boston","55-64","55-64",NA
"24076",2018,1,"Boston",NA,NA,NA
"24077",2018,1,"Boston","35-44","35-44",NA
"24078",2018,3,"Boston",NA,NA,NA
"24079",2018,2,"Boston","25-34","45-54",NA
"24080",2018,2,"Boston","25-34","45-54",25
"24081",2018,2,"Boston","45-54",">84",NA
"24082",2018,2,"Boston",NA,NA,NA
"24083",2018,2,"Boston","21-24","21-24",NA
"24084",2018,1,"Boston","25-34","25-34",25
"24085",2018,2,"Boston",NA,NA,NA
"24086",2018,1,"Boston","45-54","45-54",25
"24087",2018,2,"Boston","55-64","55-64",NA
"24088",2018,2,"Boston","45-54","45-54",25
"24089",2018,1,"Boston","21-24","21-24",NA
"24090",2018,2,"Boston","45-54","45-54",NA
"24091",2018,2,"BOSTON","45-54","45-54",NA
"24092",2018,2,"Boston","25-34","25-34",NA
"24093",2018,2,"Boston","25-34","25-34",NA
"24094",2018,2,"Boston","18-20","65-74",NA
"24095",2018,1,"Boston","75-84","75-84",NA
"24096",2018,2,"Boston","21-24","55-64",35
"24097",2018,2,"Boston","45-54","65-74",35
"24098",2018,2,"Boston","35-44","55-64",30
"24099",2018,2,"Boston","45-54","45-54",25
"24100",2018,2,"Boston","45-54","65-74",30
"24101",2018,2,"Boston","25-34","55-64",NA
"24102",2018,2,"Boston",NA,NA,45
"24103",2018,2,"Boston","45-54","45-54",25
"24104",2018,2,"Boston","21-24","45-54",30
"24105",2018,2,"Boston","25-34","75-84",30
"24106",2018,2,"Boston","25-34","35-44",30
"24107",2018,2,"Boston","21-24","35-44",30
"24108",2018,1,"Boston","18-20","18-20",30
"24109",2018,2,"Boston","25-34","45-54",45
"24110",2018,2,"Boston","25-34","35-44",45
"24111",2018,2,"Boston","25-34","65-74",30
"24112",2018,2,"Boston","21-24","35-44",45
"24113",2018,2,"Boston","55-64","65-74",45
"24114",2018,2,"Boston","25-34","35-44",40
"24115",2018,2,"Boston","18-20","55-64",NA
"24116",2018,1,"Boston",NA,NA,NA
"24117",2018,1,"Boston","35-44","35-44",NA
"24118",2018,1,"Boston","25-34","25-34",NA
"24119",2018,1,"Boston","25-34","25-34",25
"24120",2018,2,"Boston","25-34","25-34",NA
"24121",2018,2,"Boston","25-34","25-34",30
"24122",2018,2,"Boston","35-44","45-54",40
"24123",2018,2,"Boston","45-54","45-54",35
"24124",2018,2,"Boston","25-34","55-64",30
"24125",2018,2,"Boston","21-24","65-74",40
"24126",2018,2,"Boston","18-20","45-54",35
"24127",2018,2,"Boston","25-34","65-74",35
"24128",2018,1,"Boston","55-64","55-64",30
"24129",2018,1,"Boston","25-34","25-34",35
"24130",2018,4,"Boston","21-24","35-44",55
"24131",2018,2,"Boston","25-34","35-44",35
"24132",2018,2,"Boston","25-34","35-44",55
"24133",2018,2,"Boston","25-34","35-44",55
"24134",2018,4,"Boston","21-24","35-44",55
"24135",2018,2,"Boston","25-34","35-44",55
"24136",2018,2,"Boston","25-34","35-44",35
"24137",2018,2,"Boston","18-20","25-34",55
"24138",2018,2,"Boston","25-34","45-54",30
"24139",2018,1,"Boston","35-44","35-44",65
"24140",2018,2,"Boston","25-34","25-34",30
"24141",2018,3,"Boston","25-34","45-54",55
"24142",2018,2,"Boston","45-54","45-54",55
"24143",2018,3,"Boston","21-24","45-54",55
"24144",2018,2,"Boston","25-34","35-44",55
"24145",2018,2,"Boston","25-34","25-34",55
"24146",2018,1,"Boston","21-24","21-24",35
"24147",2018,2,"Boston","25-34","25-34",45
"24148",2018,1,"BOSTON","35-44","35-44",25
"24149",2018,2,"Boston","45-54","65-74",55
"24150",2018,1,"Boston","45-54","45-54",45
"24151",2018,2,"Boston","25-34","35-44",45
"24152",2018,1,"Boston","25-34","25-34",25
"24153",2018,2,"Boston","55-64","55-64",45
"24154",2018,1,"Boston","25-34","25-34",35
"24155",2018,1,"Boston","35-44","35-44",35
"24156",2018,2,"Boston","25-34","35-44",40
"24157",2018,2,"Boston","21-24","25-34",25
"24158",2018,2,"Boston","35-44","55-64",35
"24159",2018,2,"Boston","21-24","45-54",35
"24160",2018,2,"Boston","21-24","55-64",30
"24161",2018,3,"Boston","35-44","75-84",35
"24162",2018,2,"Boston","21-24","21-24",35
"24163",2018,2,"Boston","45-54","45-54",45
"24164",2018,1,"Boston","25-34","25-34",NA
"24165",2018,2,"Boston","21-24","21-24",25
"24166",2018,2,"Boston","25-34","25-34",NA
"24167",2018,1,"Boston",NA,NA,NA
"24168",2018,2,"Boston","21-24","25-34",35
"24169",2018,1,"Boston","55-64","55-64",30
"24170",2018,2,"Boston","21-24","25-34",35
"24171",2018,5,"Boston","21-24","25-34",55
"24172",2018,2,"Boston","25-34","45-54",35
"24173",2018,1,"Boston","25-34","25-34",55
"24174",2018,2,"Boston","21-24","25-34",45
"24175",2018,3,"Boston","25-34","55-64",55
"24176",2018,3,"Boston","21-24","25-34",45
"24177",2018,2,"Boston","25-34","55-64",45
"24178",2018,2,"Boston","25-34","45-54",35
"24179",2018,2,"Boston","25-34","25-34",45
"24180",2018,2,"Boston","18-20","45-54",55
"24181",2018,4,"Boston","25-34","45-54",35
"24182",2018,2,"Boston","25-34","35-44",35
"24183",2018,2,"Boston","21-24","25-34",45
"24184",2018,1,"Boston","25-34","25-34",25
"24185",2018,3,"Boston","25-34","45-54",45
"24186",2018,1,"Boston","25-34","25-34",30
"24187",2018,2,"Boston","21-24","45-54",25
"24188",2018,1,"Boston","35-44","35-44",25
"24189",2018,4,"Boston","25-34","25-34",NA
"24190",2018,1,"Boston","55-64","55-64",NA
"24191",2018,2,"BOSTON","25-34","45-54",65
"24192",2018,1,"Boston","35-44","35-44",35
"24193",2018,2,"Boston","25-34","35-44",55
"24194",2018,3,"Boston","25-34","35-44",30
"24195",2018,1,"Boston","45-54","45-54",35
"24196",2018,4,"Boston","35-44","65-74",55
"24197",2018,4,"Boston","35-44","65-74",NA
"24198",2018,2,"Boston","25-34","35-44",55
"24199",2018,3,"Boston","21-24","35-44",55
"24200",2018,2,"Boston","45-54","65-74",55
"24201",2018,1,"Boston","25-34","25-34",35
"24202",2018,3,"Boston","21-24","55-64",30
"24203",2018,2,"Boston","35-44","65-74",55
"24204",2018,3,"Boston","25-34","45-54",55
"24205",2018,3,"Boston","25-34","35-44",40
"24206",2018,2,"Boston","25-34","35-44",45
"24207",2018,2,"Boston","21-24","45-54",35
"24208",2018,1,"Boston","65-74","65-74",45
"24209",2018,2,"Boston","25-34","25-34",45
"24210",2018,2,"Boston","21-24","35-44",25
"24211",2018,3,"Boston","18-20","21-24",45
"24212",2018,1,"Boston","45-54","45-54",15
"24213",2018,3,"Boston","21-24","55-64",45
"24214",2018,1,"Boston","21-24","21-24",25
"24215",2018,2,"Boston","35-44","45-54",25
"24216",2018,2,"Boston","25-34","35-44",NA
"24217",2018,2,"Boston","25-34","25-34",25
"24218",2018,2,"Boston","25-34","65-74",25
"24219",2018,1,"Boston","45-54","45-54",35
"24220",2018,2,"Boston","25-34","25-34",35
"24221",2018,1,"Boston","25-34","25-34",40
"24222",2018,2,"Boston","25-34","45-54",35
"24223",2018,2,"Boston","35-44","55-64",30
"24224",2018,2,"Boston","25-34","25-34",40
"24225",2018,1,"Boston","35-44","35-44",25
"24226",2018,2,"Boston","21-24","35-44",40
"24227",2018,2,"Boston","45-54","45-54",25
"24228",2018,2,"Boston",NA,NA,NA
"24229",2018,2,"Boston","25-34","35-44",NA
"24230",2018,2,"Boston","65-74","65-74",NA
"24231",2018,1,"Boston","55-64","55-64",NA
"24232",2018,2,"Boston","18-20","45-54",35
"24233",2018,2,"Boston","21-24","35-44",40
"24234",2018,1,"Boston","45-54","45-54",25
"24235",2018,2,"Boston","21-24","55-64",NA
"24236",2018,2,"Boston","18-20","21-24",40
"24237",2018,1,"Boston",NA,NA,40
"24238",2018,1,"Boston","25-34","25-34",30
"24239",2018,3,"Boston","35-44","55-64",30
"24240",2018,1,"Boston","21-24","21-24",30
"24241",2018,1,"Boston","18-20","18-20",30
"24242",2018,2,"Boston","21-24","21-24",30
"24243",2018,2,"Boston","25-34","25-34",35
"24244",2018,1,"Boston","21-24","21-24",35
"24245",2018,2,"Boston","25-34","45-54",25
"24246",2018,1,"Boston","21-24","21-24",30
"24247",2018,2,"Boston","21-24","35-44",35
"24248",2018,2,"Boston","25-34","45-54",35
"24249",2018,2,"Boston","21-24","25-34",25
"24250",2018,2,"Boston","25-34","25-34",30
"24251",2018,2,"Boston","21-24","35-44",35
"24252",2018,2,"Boston","25-34","75-84",30
"24253",2018,2,"Boston","55-64","65-74",35
"24254",2018,1,"Boston","35-44","35-44",25
"24255",2018,2,"Boston","21-24","25-34",25
"24256",2018,2,"Boston","35-44","35-44",NA
"24257",2018,2,"Boston","21-24","21-24",25
"24258",2018,3,"Boston","25-34","55-64",NA
"24259",2018,2,"Boston","25-34","65-74",55
"24260",2018,2,"Boston","55-64","55-64",55
"24261",2018,2,"Boston","25-34","45-54",45
"24262",2018,1,"Boston","21-24","21-24",25
"24263",2018,2,"Boston","35-44","45-54",35
"24264",2018,2,"Boston","18-20","55-64",45
"24265",2018,2,"Boston","35-44","35-44",25
"24266",2018,1,"Boston","35-44","35-44",45
"24267",2018,1,"Boston","55-64","55-64",35
"24268",2018,2,"Boston","25-34","25-34",NA
"24269",2018,2,"Boston","25-34","45-54",55
"24270",2018,2,"Boston","21-24","35-44",35
"24271",2018,2,"Boston","25-34","65-74",35
"24272",2018,1,"Boston","25-34","25-34",55
"24273",2018,2,"Boston","45-54","45-54",30
"24274",2018,2,"Boston","25-34","35-44",55
"24275",2018,2,"Boston","25-34","45-54",55
"24276",2018,2,"Boston","25-34","45-54",55
"24277",2018,2,"Boston","45-54","45-54",55
"24278",2018,3,"Boston","21-24","55-64",55
"24279",2018,1,"Boston","45-54","45-54",30
"24280",2018,2,"Boston","21-24","25-34",30
"24281",2018,2,"Boston","25-34","35-44",30
"24282",2018,2,"Boston","55-64","55-64",35
"24283",2018,2,"Boston","25-34","45-54",30
"24284",2018,2,"Boston","45-54","45-54",55
"24285",2018,2,"BOSTON","21-24","35-44",55
"24286",2018,1,"Boston","25-34","25-34",55
"24287",2018,2,"Boston","25-34","35-44",NA
"24288",2018,2,"Boston","25-34","35-44",55
"24289",2018,2,"Boston","25-34","55-64",65
"24290",2018,3,"Boston","35-44","45-54",55
"24291",2018,2,"Boston","45-54","65-74",55
"24292",2018,2,"Boston","18-20","45-54",55
"24293",2018,2,"Boston","25-34","65-74",45
"24294",2018,2,"Boston","55-64","65-74",55
"24295",2018,2,"Boston","45-54","45-54",55
"24296",2018,2,"Boston","21-24","25-34",45
"24297",2018,1,"Boston","25-34","25-34",40
"24298",2018,2,"Boston","25-34","35-44",45
"24299",2018,2,"Boston","25-34","45-54",45
"24300",2018,3,"Boston","25-34","55-64",45
"24301",2018,1,"Boston","55-64","55-64",45
"24302",2018,2,"Boston","35-44","45-54",45
"24303",2018,1,"Boston","25-34","25-34",45
"24304",2018,1,"Boston","18-20","18-20",45
"24305",2018,1,"Boston","35-44","35-44",45
"24306",2018,1,"Boston","25-34","25-34",25
"24307",2018,1,"Boston","25-34","25-34",25
"24308",2018,2,"Boston","35-44","45-54",55
"24309",2018,2,"Boston","55-64","55-64",45
"24310",2018,2,"BOSTON","18-20","18-20",55
"24311",2018,2,"Boston","55-64","55-64",45
"24312",2018,1,"Boston","65-74","65-74",NA
"24313",2018,3,"Boston","35-44","35-44",NA
"24314",2018,2,"Boston","21-24","25-34",NA
"24315",2018,3,"Boston","25-34","45-54",NA
"24316",2018,2,"Boston","25-34","35-44",35
"24317",2018,2,"Boston","25-34","25-34",25
"24318",2018,1,"Boston","75-84","75-84",35
"24319",2018,2,"Boston","45-54","55-64",35
"24320",2018,1,"Boston","21-24","21-24",40
"24321",2018,3,"Boston","25-34","45-54",35
"24322",2018,1,"Boston","45-54","45-54",35
"24323",2018,2,"Boston","45-54","65-74",35
"24324",2018,2,"Boston","25-34","35-44",35
"24325",2018,4,"Boston","25-34","55-64",35
"24326",2018,2,"Boston","21-24","45-54",55
"24327",2018,1,"Boston","25-34","25-34",25
"24328",2018,2,"Boston","21-24","25-34",25
"24329",2018,2,"Boston","18-20","45-54",55
"24330",2018,3,"Boston","25-34","55-64",25
"24331",2018,2,"Boston","18-20","25-34",45
"24332",2018,1,"Boston","45-54","45-54",45
"24333",2018,1,"Boston","45-54","45-54",35
"24334",2018,1,"Boston","55-64","55-64",25
"24335",2018,2,"Boston","35-44","55-64",25
"24336",2018,1,"Boston","21-24","21-24",45
"24337",2018,3,"Boston","21-24","55-64",45
"24338",2018,2,"Boston","25-34","25-34",45
"24339",2018,1,"Boston","21-24","21-24",45
"24340",2018,5,"Boston","25-34","35-44",45
