year,age,sex,race,fehelp,era
1991,71, 2, 1, 2,.i
1991,68, 2, 1, 2,.i
1991,33, 1, 1, 2,.i
1991,71, 1, 1, 1,.i
1991,72, 2, 2, 3,.i
1991,40, 2, 2, 4,.i
1991,43, 1, 2, 3,.i
1991,51, 1, 2, 2,.i
1991,85, 2, 2, 2,.i
1991,30, 1, 2, 2,.i
1991,35, 1, 1, 3,.i
1991,25, 1, 2, 4,.i
1991,42, 2, 1, 3,.i
1991,29, 2, 1, 3,.i
1991,60, 1, 1, 3,.i
1991,32, 2, 1, 3,.i
1991,34, 2, 1, 4,.i
1991,50, 2, 1, 4,.i
1991,46, 2, 1, 4,.i
1991,35, 2, 1, 3,.i
1991,33, 2, 2, 2,.i
1991,34, 2, 2, 4,.i
1991,59, 1, 2, 2,.i
1991,41, 1, 2, 4,.i
1991,44, 2, 1, 2,.i
1991,74, 2, 1, 2,.i
1991,71, 2, 1, 4,.i
1991,27, 2, 1, 4,.i
1991,20, 2, 2, 4,.i
1991,66, 2, 2, 2,.i
1991,40, 1, 2, 3,.i
1991,35, 2, 1, 3,.i
1991,43, 1, 1, 2,.i
1991,35, 2, 1, 4,.i
1991,42, 1, 1, 3,.i
1991,53, 2, 1, 3,.i
1991,36, 2, 1, 3,.i
1991,75, 1, 2, 2,.i
1991,21, 2, 2, 4,.i
1991,22, 2, 2, 4,.i
1991,42, 2, 2, 4,.i
1991,56, 2, 1, 3,.i
1991,38, 1, 1, 3,.i
1991,41, 2, 1, 4,.i
1991,41, 1, 1, 3,.i
1991,73, 2, 1, 1,.i
1991,32, 1, 1, 3,.i
1991,36, 1, 1, 3,.i
1991,44, 2, 1, 4,.i
1991,32, 2, 1, 3,.i
1991,54, 2, 3, 2,.i
1991,22, 2, 2, 4,.i
1991,18, 1, 1, 3,.i
1991,27, 2, 1, 4,.i
1991,38, 1, 1, 3,.i
1991,37, 2, 1, 4,.i
1991,34, 2, 1, 4,.i
1991,38, 1, 1, 3,.i
1991,47, 2, 1, 3,.i
1991,47, 1, 1, 3,.i
1991,61, 2, 1, 2,.i
1991,26, 1, 1, 4,.i
1991,22, 2, 1, 4,.i
1991,21, 2, 1, 4,.i
1991,50, 2, 1, 4,.i
1991,26, 2, 1, 4,.i
1991,65, 1, 1, 3,.i
1991,37, 1, 3, 2,.i
1991,31, 1, 1, 3,.i
1991,28, 1, 1, 3,.i
1991,32, 2, 1, 4,.i
1991,85, 2, 1, 2,.i
1991,33, 2, 1, 4,.i
1991,47, 1, 1, 4,.i
1991,22, 1, 1, 3,.i
1991,29, 2, 1, 3,.i
1991,21, 2, 2, 2,.i
1991,26, 2, 2, 2,.i
1991,22, 2, 2, 4,.i
1991,68, 1, 2, 3,.i
1991,28, 1, 1, 3,.i
1991,25, 2, 1, 4,.i
1991,40, 2, 1, 4,.i
1991,24, 1, 2, 2,.i
1991,23, 1, 1, 4,.i
1991,36, 2, 1, 2,.i
1991,41, 1, 2, 1,.i
1991,70, 1, 1, 3,.i
1991,28, 2, 1, 3,.i
1991,39, 2, 2, 4,.i
1991,27, 1, 1, 2,.i
1991,40, 1, 3, 2,.i
1991,27, 2, 1, 3,.i
1991,40, 2, 1, 4,.i
1991,21, 1, 1, 3,.i
1991,32, 1, 1, 3,.i
1991,39, 2, 1, 3,.i
1991,30, 1, 1, 3,.i
1991,47, 1, 1, 4,.i
1991,32, 1, 1, 4,.i
1991,48, 1, 3, 3,.i
1991,46, 2, 2, 3,.i
1991,49, 2, 1, 2,.i
1991,73, 2, 2, 2,.i
1991,24, 2, 2, 2,.i
1991,25, 1, 2, 2,.i
1991,27, 2, 1, 3,.i
1991,40, 2, 1, 2,.i
1991,43, 1, 1, 3,.i
1991,65, 1, 1, 3,.i
1991,25, 1, 1, 3,.i
1991,55, 2, 1, 3,.i
1991,53, 1, 1, 4,.i
1991,35, 1, 1, 4,.i
1991,47, 2, 1, 3,.i
1991,61, 2, 1, 2,.i
1991,34, 2, 1, 4,.i
1991,70, 2, 1, 2,.i
1991,67, 1, 1, 3,.i
1991,35, 2, 1, 4,.i
1991,73, 1, 1, 3,.i
1991,35, 2, 1, 4,.i
1991,39, 2, 1, 4,.i
1991,33, 2, 1, 4,.i
1991,31, 2, 2, 4,.i
1991,30, 1, 2, 3,.i
1991,71, 2, 2, 2,.i
1991,26, 2, 1, 3,.i
1991,23, 2, 1, 3,.i
1991,87, 1, 1, 2,.i
1991,30, 2, 1, 4,.i
1991,80, 2, 1, 2,.i
1991,89, 2, 1, 2,.i
1991,53, 2, 1, 3,.i
1991,62, 2, 1, 2,.i
1991,35, 2, 1, 4,.i
1991,36, 2, 1, 3,.i
1991,34, 1, 1, 3,.i
1991,33, 2, 1, 4,.i
1991,74, 1, 1, 2,.i
1991,37, 2, 1, 4,.i
1991,50, 1, 1, 3,.i
1991,52, 2, 1, 2,.i
1991,34, 2, 1, 3,.i
1991,53, 1, 1, 3,.i
1991,57, 2, 1, 2,.i
1991,39, 1, 2, 4,.i
1991,19, 1, 2, 1,.i
1991,73, 1, 1, 3,.i
1991,27, 1, 1, 4,.i
1991,66, 2, 1, 2,.i
1991,73, 2, 1, 3,.i
1991,41, 2, 1, 3,.i
1991,36, 2, 1, 4,.i
1991,52, 1, 1, 2,.i
1991,40, 1, 1, 4,.i
1991,29, 1, 1, 3,.i
1991,24, 1, 1, 3,.i
1991,40, 1, 1, 4,.i
1991,46, 2, 1, 3,.i
1991,39, 2, 1, 3,.i
1991,60, 1, 1, 3,.i
1991,64, 2, 1, 3,.i
1991,28, 2, 1, 4,.i
1991,69, 1, 1, 3,.i
1991,52, 2, 1, 4,.i
1991,36, 1, 1, 4,.i
1991,36, 2, 1, 3,.i
1991,76, 1, 1, 1,.i
1991,48, 2, 1, 3,.i
1991,52, 1, 1, 4,.i
1991,43, 2, 1, 3,.i
1991,30, 2, 1, 3,.i
1991,69, 2, 1, 2,.i
1991,72, 2, 1, 3,.i
1991,54, 2, 1, 2,.i
1991,39, 2, 1, 3,.i
1991,76, 1, 1, 2,.i
1991,28, 2, 1, 4,.i
1991,34, 1, 1, 2,.i
1991,41, 2, 1, 3,.i
1991,55, 1, 1, 2,.i
1991,35, 1, 1, 3,.i
1991,68, 1, 2, 2,.i
1991,31, 1, 1, 3,.i
1991,36, 2, 1, 4,.i
1991,49, 2, 3, 3,.i
1991,45, 2, 2, 3,.i
1991,71, 1, 1, 1,.i
1991,40, 2, 1, 4,.i
1991,39, 1, 1, 4,.i
1991,73, 2, 1, 2,.i
1991,25, 1, 1, 3,.i
1991,40, 2, 1, 3,.i
1991,42, 2, 1, 3,.i
1991,37, 1, 1, 3,.i
1991,28, 2, 1, 3,.i
1991,23, 1, 1, 4,.i
1991,22, 2, 1, 3,.i
1991,80, 2, 1, 2,.i
1991,35, 2, 3, 3,.i
1991,31, 2, 3, 4,.i
1991,32, 2, 2, 3,.i
1991,30, 2, 2, 4,.i
1991,63, 2, 1, 2,.i
1991,77, 2, 1, 2,.i
1991,32, 1, 1, 4,.i
1991,31, 2, 1, 3,.i
1991,84, 2, 1, 2,.i
1991,29, 1, 1, 4,.i
1991,33, 1, 1, 4,.i
1991,30, 2, 1, 4,.i
1991,82, 1, 1, 2,.i
1991,68, 1, 1, 3,.i
1991,76, 2, 2, 3,.i
1991,30, 2, 1, 3,.i
1991,31, 2, 1, 3,.i
1991,37, 2, 1, 4,.i
1991,78, 1, 1, 3,.i
1991,31, 1, 1, 3,.i
1991,50, 2, 1, 3,.i
1991,37, 2, 3, 2,.i
1991,44, 2, 1, 4,.i
1991,35, 2, 1, 2,.i
1991,72, 1, 1, 3,.i
1991,33, 2, 1, 4,.i
1991,25, 1, 1, 3,.i
1991,77, 1, 1, 2,.i
1991,44, 2, 1, 4,.i
1991,43, 1, 1, 3,.i
1991,36, 2, 1, 4,.i
1991,43, 1, 1, 2,.i
1991,41, 1, 1, 3,.i
1991,53, 2, 1, 3,.i
1991,62, 2, 1, 1,.i
1991,62, 2, 1, 3,.i
1991,72, 2, 1, 3,.i
1991,38, 1, 1, 3,.i
1991,42, 2, 1, 3,.i
1991,42, 1, 1, 3,.i
1991,25, 1, 1, 2,.i
1991,47, 1, 1, 3,.i
1991,28, 2, 1, 4,.i
1991,65, 1, 1, 2,.i
1991,60, 2, 1, 2,.i
1991,37, 2, 1, 2,.i
1991,33, 2, 1, 3,.i
1991,44, 1, 1, 3,.i
1991,48, 1, 1, 3,.i
1991,67, 1, 1, 4,.i
1991,41, 2, 1, 3,.i
1991,52, 1, 1, 2,.i
1991,31, 2, 1, 4,.i
1991,35, 2, 1, 4,.i
1991,34, 1, 1, 2,.i
1991,29, 1, 1, 3,.i
1991,31, 2, 1, 3,.i
1991,27, 2, 1, 4,.i
1991,49, 2, 1, 3,.i
1991,23, 1, 1, 3,.i
1991,64, 2, 2, 3,.i
1991,19, 2, 2, 4,.i
1991,31, 2, 2, 4,.i
1991,33, 2, 2, 3,.i
1991,29, 2, 2, 3,.i
1991,62, 1, 1, 3,.i
1991,65, 2, 1, 2,.i
1991,41, 1, 1, 4,.i
1991,32, 1, 1, 4,.i
1991,26, 1, 1, 3,.i
1991,34, 1, 1, 4,.i
1991,37, 1, 1, 4,.i
1991,30, 2, 1, 3,.i
1991,33, 1, 1, 3,.i
1991,79, 2, 1, 2,.i
1991,73, 2, 1, 2,.i
1991,20, 1, 1, 3,.i
1991,39, 2, 1, 4,.i
1991,39, 2, 2, 3,.i
1991,33, 2, 2, 3,.i
1991,26, 1, 2, 3,.i
1991,28, 2, 2, 4,.i
1991,61, 2, 1, 3,.i
1991,79, 1, 1, 2,.i
1991,57, 2, 1, 3,.i
1991,45, 2, 1, 3,.i
1991,31, 1, 1, 3,.i
1991,28, 1, 1, 3,.i
1991,22, 1, 1, 4,.i
1991,63, 2, 1, 3,.i
1991,62, 1, 1, 2,.i
1991,48, 2, 1, 3,.i
1991,47, 2, 1, 4,.i
1991,73, 2, 1, 3,.i
1991,30, 2, 3, 1,.i
1991,51, 1, 1, 2,.i
1991,42, 1, 1, 4,.i
1991,48, 1, 1, 2,.i
1991,47, 1, 1, 4,.i
1991,51, 1, 1, 2,.i
1991,37, 2, 1, 2,.i
1991,69, 2, 1, 3,.i
1991,63, 1, 1, 1,.i
1991,62, 2, 1, 3,.i
1991,81, 1, 1, 2,.i
1991,20, 1, 1, 4,.i
1991,40, 2, 1, 3,.i
1991,65, 2, 2, 4,.i
1991,31, 1, 2, 3,.i
1991,60, 2, 2, 3,.i
1991,35, 1, 1, 3,.i
1991,61, 2, 1, 3,.i
1991,32, 2, 1, 1,.i
1991,40, 2, 1, 3,.i
1991,38, 1, 1, 3,.i
1991,40, 1, 1, 3,.i
1991,32, 2, 1, 4,.i
1991,33, 1, 1, 3,.i
1991,47, 1, 1, 2,.i
1991,50, 1, 1, 3,.i
1991,62, 1, 1, 3,.i
1991,43, 2, 1, 3,.i
1991,24, 1, 1, 4,.i
1991,74, 1, 1, 2,.i
1991,44, 2, 1, 3,.i
1991,31, 1, 1, 4,.i
1991,40, 1, 1, 2,.i
1991,44, 2, 1, 4,.i
1991,41, 1, 1, 4,.i
1991,50, 2, 1, 2,.i
1991,75, 1, 1, 2,.i
1991,61, 2, 1, 3,.i
1991,29, 2, 1, 4,.i
1991,45, 2, 1, 3,.i
1991,81, 2, 1, 2,.i
1991,38, 2, 1, 2,.i
1991,81, 2, 1, 3,.i
1991,74, 1, 1, 3,.i
1991,39, 2, 1, 3,.i
1991,42, 2, 1, 3,.i
1991,30, 1, 1, 3,.i
1991,84, 2, 1, 2,.i
1991,58, 2, 1, 3,.i
1991,71, 2, 2, 2,.i
1991,40, 1, 2, 3,.i
1991,49, 1, 3, 3,.i
1991,22, 1, 1, 3,.i
1991,38, 2, 1, 3,.i
1991,55, 2, 1, 3,.i
1991,37, 2, 1, 3,.i
1991,21, 1, 1, 3,.i
1991,44, 2, 1, 3,.i
1991,32, 2, 1, 4,.i
1991,25, 1, 1, 4,.i
1991,47, 2, 1, 3,.i
1991,32, 1, 1, 4,.i
1991,34, 1, 1, 3,.i
1991,38, 1, 1, 4,.i
1991,22, 2, 1, 4,.i
1991,30, 1, 1, 3,.i
1991,23, 2, 1, 4,.i
1991,24, 1, 1, 3,.i
1991,52, 2, 1, 2,.i
1991,67, 2, 1, 3,.i
1991,29, 1, 1, 3,.i
1991,79, 2, 1, 2,.i
1991,82, 2, 2, 2,.i
1991,55, 2, 2, 3,.i
1991,37, 2, 2, 4,.i
1991,26, 1, 1, 2,.i
1991,40, 1, 1, 3,.i
1991,67, 1, 1, 2,.i
1991,18, 2, 1, 2,.i
1991,44, 1, 1, 3,.i
1991,42, 1, 1, 3,.i
1991,69, 1, 1, 4,.i
1991,37, 1, 1, 3,.i
1991,70, 1, 1, 3,.i
1991,71, 1, 1, 2,.i
1991,58, 1, 1, 4,.i
1991,72, 2, 2, 2,.i
1991,49, 1, 1, 1,.i
1991,66, 2, 2, 2,.i
1991,72, 2, 2, 2,.i
1991,34, 1, 2, 3,.i
1991,58, 2, 2, 3,.i
1991,54, 1, 2, 3,.i
1991,66, 2, 2, 3,.i
1991,43, 2, 2, 2,.i
1991,72, 1, 2, 2,.i
1991,32, 2, 2, 4,.i
1991,44, 1, 1, 3,.i
1991,41, 1, 1, 3,.i
1991,32, 1, 2, 3,.i
1991,20, 2, 3, 3,.i
1991,30, 1, 2, 3,.i
1991,20, 2, 2, 1,.i
1991,48, 2, 2, 4,.i
1991,50, 2, 2, 2,.i
1991,60, 1, 1, 2,.i
1991,35, 2, 2, 4,.i
1991,29, 2, 2, 4,.i
1991,37, 2, 2, 3,.i
1991,28, 1, 1, 2,.i
1991,41, 1, 2, 2,.i
1991,81, 2, 1, 2,.i
1991,62, 2, 1, 3,.i
1991,47, 1, 1, 4,.i
1991,50, 2, 1, 3,.i
1991,22, 2, 1, 1,.i
1991,35, 1, 1, 3,.i
1991,35, 1, 1, 3,.i
1991,67, 2, 2, 3,.i
1991,26, 2, 1, 3,.i
1991,39, 1, 1, 2,.i
1991,63, 2, 1, 3,.i
1991,82, 1, 1, 3,.i
1991,74, 1, 1, 3,.i
1991,38, 2, 1, 3,.i
1991,47, 2, 1, 3,.i
1991,38, 2, 1, 2,.i
1991,41, 1, 1, 3,.i
1991,64, 2, 1, 2,.i
1991,28, 2, 1, 4,.i
1991,41, 2, 1, 4,.i
1991,33, 1, 1, 3,.i
1991,38, 1, 1, 3,.i
1991,56, 2, 1, 2,.i
1991,32, 2, 2, 3,.i
1991,82, 2, 2, 2,.i
1991,29, 1, 2, 2,.i
1991,70, 1, 1, 3,.i
1991,24, 2, 1, 3,.i
1991,62, 1, 1, 2,.i
1991,45, 1, 1, 2,.i
1991,67, 2, 1, 2,.i
1991,24, 2, 1, 3,.i
1991,41, 1, 1, 3,.i
1991,33, 1, 1, 1,.i
1991,36, 1, 1, 3,.i
1991,75, 1, 1, 2,.i
1991,66, 2, 1, 3,.i
1991,43, 1, 1, 3,.i
1991,77, 2, 1, 2,.i
1991,72, 1, 1, 2,.i
1991,27, 2, 1, 3,.i
1991,62, 1, 1, 2,.i
1991,42, 1, 1, 3,.i
1991,61, 2, 1, 2,.i
1991,63, 2, 1, 2,.i
1991,31, 2, 1, 3,.i
1991,33, 1, 1, 3,.i
1991,20, 2, 1, 2,.i
1991,21, 2, 1, 2,.i
1991,67, 2, 1, 2,.i
1991,49, 1, 1, 3,.i
1991,37, 2, 1, 3,.i
1991,21, 1, 1, 3,.i
1991,55, 1, 1, 2,.i
1991,80, 2, 1, 2,.i
1991,81, 2, 1, 1,.i
1991,24, 1, 1, 3,.i
1991,21, 2, 1, 4,.i
1991,21, 2, 1, 4,.i
1991,53, 2, 1, 4,.i
1991,62, 2, 1, 2,.i
1991,43, 2, 1, 2,.i
1991,78, 2, 1, 3,.i
1991,50, 2, 1, 3,.i
1991,29, 1, 1, 3,.i
1991,42, 2, 2, 4,.i
1991,76, 2, 1, 2,.i
1991,69, 2, 1, 1,.i
1991,44, 2, 1, 3,.i
1991,73, 1, 1, 3,.i
1991,80, 2, 1, 3,.i
1991,80, 2, 1, 3,.i
1991,25, 2, 1, 4,.i
1991,24, 2, 1, 3,.i
1991,82, 2, 1, 2,.i
1991,70, 2, 1, 3,.i
1991,49, 1, 1, 3,.i
1991,41, 2, 1, 3,.i
1991,36, 2, 1, 3,.i
1991,38, 2, 1, 3,.i
1991,71, 1, 1, 2,.i
1991,53, 1, 1, 2,.i
1991,22, 2, 1, 2,.i
1991,42, 2, 1, 3,.i
1991,49, 2, 1, 2,.i
1991,52, 1, 1, 2,.i
1991,35, 1, 1, 3,.i
1991,28, 1, 1, 3,.i
1991,47, 1, 1, 3,.i
1991,57, 2, 1, 2,.i
1991,31, 1, 1, 3,.i
1991,46, 1, 1, 3,.i
1991,32, 2, 1, 3,.i
1991,35, 2, 1, 2,.i
1991,71, 2, 1, 1,.i
1991,40, 1, 1, 3,.i
1991,39, 2, 1, 3,.i
1991,33, 2, 1, 3,.i
1991,25, 1, 1, 2,.i
1991,27, 2, 1, 3,.i
1991,38, 2, 1, 2,.i
1991,27, 2, 1, 4,.i
1991,56, 1, 1, 3,.i
1991,30, 1, 2, 3,.i
1991,26, 2, 1, 2,.i
1991,36, 2, 1, 3,.i
1991,68, 2, 1, 3,.i
1991,45, 2, 1, 4,.i
1991,32, 2, 1, 3,.i
1991,35, 2, 1, 4,.i
1991,70, 1, 1, 3,.i
1991,21, 1, 1, 3,.i
1991,44, 1, 1, 3,.i
1991,40, 2, 1, 3,.i
1991,39, 1, 1, 3,.i
1991,31, 2, 1, 4,.i
1991,39, 1, 1, 4,.i
1991,28, 2, 1, 3,.i
1991,21, 1, 1, 3,.i
1991,67, 2, 1, 2,.i
1991,62, 1, 1, 4,.i
1991,59, 2, 2, 3,.i
1991,72, 1, 2, 2,.i
1991,35, 1, 2, 3,.i
1991,41, 1, 2, 3,.i
1991,35, 2, 1, 2,.i
1991,38, 2, 1, 4,.i
1991,39, 1, 1, 3,.i
1991,75, 1, 1, 1,.i
1991,76, 2, 1, 2,.i
1991,35, 2, 1, 3,.i
1991,75, 1, 1, 3,.i
1991,45, 2, 2, 3,.i
1991,51, 1, 2, 3,.i
1991,61, 1, 1, 3,.i
1991,29, 1, 1, 3,.i
1991,34, 2, 1, 3,.i
1991,59, 2, 2, 3,.i
1991,32, 2, 1, 3,.i
1991,59, 2, 1, 3,.i
1991,37, 1, 1, 4,.i
1991,74, 1, 1, 3,.i
1991,34, 2, 1, 3,.i
1991,77, 2, 1, 3,.i
1991,41, 2, 1, 4,.i
1991,31, 1, 1, 3,.i
1991,26, 2, 1, 2,.i
1991,61, 1, 1, 3,.i
1991,77, 2, 1, 2,.i
1991,60, 2, 1, 4,.i
1991,38, 2, 1, 3,.i
1991,52, 2, 1, 3,.i
1991,49, 2, 1, 2,.i
1991,38, 2, 1, 3,.i
1991,39, 1, 1, 3,.i
1991,45, 2, 1, 3,.i
1991,40, 1, 1, 2,.i
1991,41, 2, 1, 3,.i
1991,40, 2, 1, 3,.i
1991,64, 1, 1, 3,.i
1991,87, 2, 1, 3,.i
1991,41, 2, 1, 4,.i
1991,20, 2, 1, 3,.i
1991,34, 2, 1, 4,.i
1991,23, 1, 1, 4,.i
1991,68, 2, 1, 3,.i
1991,69, 2, 1, 2,.i
1991,52, 1, 3, 3,.i
1991,19, 2, 1, 3,.i
1991,85, 1, 1, 2,.i
1991,38, 1, 1, 3,.i
1991,82, 1, 1, 2,.i
1991,81, 2, 1, 3,.i
1991,72, 1, 1, 1,.i
1991,69, 2, 1, 2,.i
1991,69, 2, 1, 3,.i
1991,64, 2, 1, 3,.i
1991,76, 2, 1, 3,.i
1991,26, 2, 1, 3,.i
1991,26, 1, 1, 3,.i
1991,45, 1, 1, 3,.i
1991,26, 2, 1, 3,.i
1991,33, 1, 2, 3,.i
1991,36, 1, 1, 2,.i
1991,36, 1, 1, 3,.i
1991,44, 2, 1, 3,.i
1991,23, 2, 1, 3,.i
1991,21, 2, 1, 3,.i
1991,45, 2, 1, 4,.i
1991,21, 1, 1, 3,.i
1991,45, 1, 1, 1,.i
1991,89, 2, 1, 2,.i
1991,43, 2, 1, 4,.i
1991,63, 1, 1, 3,.i
1991,73, 1, 1, 3,.i
1991,51, 2, 1, 4,.i
1991,25, 2, 1, 4,.i
1991,38, 2, 1, 3,.i
1991,64, 1, 1, 3,.i
1991,35, 1, 3, 3,.i
1991,54, 1, 1, 3,.i
1991,40, 2, 1, 2,.i
1991,19, 2, 2, 4,.i
1991,23, 1, 3, 3,.i
1991,21, 2, 1, 3,.i
1991,23, 1, 1, 2,.i
1991,40, 2, 1, 3,.i
1991,63, 1, 1, 3,.i
1991,23, 1, 1, 3,.i
1991,82, 1, 1, 3,.i
1991,31, 2, 1, 3,.i
1991,28, 2, 1, 3,.i
1991,28, 2, 1, 4,.i
1991,38, 2, 1, 3,.i
1991,54, 1, 1, 2,.i
1991,35, 2, 1, 4,.i
1991,48, 2, 1, 4,.i
1991,44, 1, 1, 4,.i
1991,57, 2, 1, 3,.i
1991,78, 1, 1, 3,.i
1991,35, 2, 1, 4,.i
1991,49, 2, 1, 4,.i
1991,46, 2, 1, 4,.i
1991,69, 1, 1, 3,.i
1991,22, 1, 1, 3,.i
1991,53, 2, 1, 1,.i
1991,41, 1, 1, 3,.i
1991,58, 1, 1, 4,.i
1991,61, 1, 1, 2,.i
1991,47, 1, 1, 3,.i
1991,25, 1, 1, 3,.i
1991,24, 2, 3, 4,.i
1991,35, 2, 3, 3,.i
1991,85, 2, 1, 2,.i
1991,77, 2, 1, 2,.i
1991,83, 1, 1, 3,.i
1991,50, 1, 1, 3,.i
1991,32, 2, 1, 3,.i
1991,25, 2, 1, 3,.i
1991,60, 1, 1, 3,.i
1991,20, 1, 1, 3,.i
1991,48, 1, 1, 3,.i
1991,52, 2, 1, 2,.i
1991,35, 2, 1, 2,.i
1991,28, 1, 1, 2,.i
1991,25, 1, 1, 1,.i
1991,25, 1, 1, 3,.i
1991,21, 2, 1, 4,.i
1991,27, 2, 1, 3,.i
1991,26, 2, 3, 2,.i
1991,38, 1, 1, 3,.i
1991,66, 2, 1, 2,.i
1991,55, 2, 1, 2,.i
1991,33, 2, 1, 2,.i
1991,54, 1, 1, 2,.i
1991,51, 2, 1, 4,.i
1991,84, 2, 1, 2,.i
1991,44, 1, 1, 3,.i
1991,30, 1, 1, 3,.i
1991,74, 2, 1, 3,.i
1991,30, 1, 1, 2,.i
1991,21, 1, 1, 2,.i
1991,62, 1, 1, 3,.i
1991,44, 1, 1, 2,.i
1991,38, 1, 1, 3,.i
1991,31, 2, 1, 3,.i
1991,35, 1, 1, 3,.i
1991,52, 1, 1, 3,.i
1991,40, 2, 1, 3,.i
1991,55, 2, 1, 3,.i
1991,68, 2, 1, 2,.i
1991,29, 2, 1, 3,.i
1991,27, 2, 1, 2,.i
1991,55, 1, 1, 3,.i
1991,43, 1, 1, 4,.i
1991,65, 2, 1, 3,.i
1991,25, 1, 1, 4,.i
1991,60, 2, 1, 3,.i
1991,23, 2, 1, 3,.i
1991,58, 2, 1, 4,.i
1991,36, 2, 1, 4,.i
1991,53, 1, 1, 2,.i
1991,72, 2, 1, 2,.i
1991,26, 2, 1, 3,.i
1991,23, 1, 1, 4,.i
1991,26, 1, 1, 4,.i
1991,62, 1, 1, 3,.i
1991,80, 2, 1, 2,.i
1991,24, 2, 1, 3,.i
1991,46, 1, 1, 3,.i
1991,50, 1, 1, 4,.i
1991,38, 1, 1, 4,.i
1991,51, 1, 1, 2,.i
1991,59, 1, 1, 2,.i
1991,27, 2, 1, 3,.i
1991,23, 1, 1, 4,.i
1991,28, 1, 1, 2,.i
1991,52, 2, 1, 2,.i
1991,52, 1, 1, 2,.i
1991,39, 1, 1, 3,.i
1991,36, 2, 1, 3,.i
1991,33, 2, 1, 3,.i
1991,48, 2, 1, 2,.i
1991,68, 2, 1, 2,.i
1991,41, 2, 1, 4,.i
1991,49, 2, 1, 2,.i
1991,57, 2, 1, 2,.i
1991,44, 2, 1, 4,.i
1991,73, 2, 1, 2,.i
1991,27, 1, 1, 3,.i
1991,21, 1, 1, 2,.i
1991,55, 2, 1, 4,.i
1991,29, 2, 1, 4,.i
1991,54, 1, 1, 3,.i
1991,59, 2, 1, 3,.i
1991,32, 1, 1, 3,.i
1991,87, 2, 1, 1,.i
1991,31, 2, 1, 4,.i
1991,78, 2, 1, 2,.i
1991,29, 2, 1, 3,.i
1991,22, 1, 1, 3,.i
1991,89, 1, 1, 3,.i
1991,39, 2, 1, 3,.i
1991,32, 2, 1, 4,.i
1991,30, 2, 1, 3,.i
1991,37, 1, 1, 3,.i
1991,78, 2, 1, 3,.i
1991,42, 1, 1, 3,.i
1991,75, 2, 1, 2,.i
1991,29, 1, 1, 3,.i
1991,72, 2, 1, 2,.i
1991,26, 1, 1, 3,.i
1991,76, 2, 1, 3,.i
1991,24, 2, 1, 3,.i
1991,33, 2, 1, 3,.i
1991,65, 1, 1, 2,.i
1991,20, 2, 1, 2,.i
1991,85, 2, 1, 2,.i
1991,63, 2, 1, 3,.i
1991,35, 2, 1, 4,.i
1991,21, 1, 1, 3,.i
1991,22, 2, 1, 3,.i
1991,34, 2, 1, 3,.i
1991,66, 2, 1, 3,.i
1991,26, 2, 1, 3,.i
1991,39, 2, 1, 3,.i
1991,74, 1, 1, 2,.i
1991,61, 2, 1, 3,.i
1991,26, 1, 1, 3,.i
1991,51, 2, 1, 3,.i
1991,45, 2, 1, 3,.i
1991,24, 2, 1, 3,.i
1991,87, 2, 1, 4,.i
1991,41, 2, 1, 2,.i
1991,29, 2, 1, 3,.i
1991,48, 2, 1, 1,.i
1991,58, 2, 1, 3,.i
1991,63, 1, 1, 3,.i
1991,73, 2, 1, 2,.i
1991,45, 2, 1, 3,.i
1991,88, 2, 1, 3,.i
1991,36, 1, 1, 4,.i
1991,23, 2, 1, 3,.i
1991,49, 2, 1, 4,.i
1991,82, 1, 2, 2,.i
1991,41, 2, 1, 3,.i
1991,68, 2, 1, 2,.i
1991,60, 2, 1, 2,.i
1991,47, 1, 1, 2,.i
1991,27, 2, 1, 3,.i
1991,79, 2, 1, 1,.i
1991,52, 2, 1, 3,.i
1991,21, 2, 2, 2,.i
1991,33, 2, 2, 4,.i
1991,43, 1, 1, 3,.i
1991,39, 2, 1, 3,.i
1991,43, 1, 1, 3,.i
1991,50, 2, 1, 4,.i
1991,43, 1, 1, 4,.i
1991,49, 1, 1, 3,.i
1991,74, 2, 1, 2,.i
1991,39, 2, 2, 4,.i
1991,34, 2, 1, 2,.i
1991,49, 1, 1, 4,.i
1991,28, 1, 2, 3,.i
1991,65, 2, 1, 2,.i
1991,22, 1, 1, 3,.i
1991,59, 1, 1, 2,.i
1991,41, 2, 1, 3,.i
1991,58, 2, 1, 2,.i
1991,32, 1, 1, 2,.i
1991,32, 2, 1, 3,.i
1991,26, 2, 1, 4,.i
1991,58, 2, 1, 3,.i
1991,63, 1, 1, 2,.i
1991,37, 2, 1, 4,.i
1991,45, 1, 1, 2,.i
1991,36, 1, 1, 3,.i
1991,28, 1, 1, 2,.i
1991,43, 1, 1, 3,.i
1991,42, 1, 1, 3,.i
1991,49, 1, 1, 3,.i
1991,65, 2, 1, 3,.i
1991,43, 1, 1, 3,.i
1991,76, 2, 1, 2,.i
1991,69, 1, 1, 2,.i
1991,67, 2, 1, 3,.i
1991,60, 2, 1, 3,.i
1991,70, 2, 1, 3,.i
1991,37, 2, 1, 4,.i
1991,40, 2, 1, 3,.i
1991,71, 2, 1, 2,.i
1991,48, 1, 1, 2,.i
1991,32, 1, 1, 3,.i
1991,54, 2, 1, 2,.i
1991,44, 1, 1, 3,.i
1991,48, 2, 1, 4,.i
