title,gross,total_gross,distributor,release_date_JP,release_year_JP,title_short,re_released,id,genres,original_language,overview,popularity,production_companies,release_date_World,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,_merge,date_difference,region,anime
Cruella,4692080,4804646,Walt Disney Studios Motion Pictures,2021-05-27,2021,cruella,False,337404.0,Comedy-Crime,en,In 1970s London amidst the punk rock revolution a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief and together they are able to build a life for themselves on the London streets. One day Estella’s flair for fashion catches the eye of the Baroness von Hellman a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous fashionable and revenge-bent Cruella.,110.44,Walt Disney Pictures-Gunn Films-Marc Platt Productions,2021-05-26,200000000.0,233503234.0,134.0,Released,Hello Cruel World,8.083,7999.0,Emma Stone-Emma Thompson-Joel Fry-Paul Walter Hauser-Mark Strong-Tipper Seifert-Cleveland-Kirby Howell-Baptiste-Emily Beecham-John McCrea-Kayvan Novak-Jamie Demetriou-Abraham Popoola-Leo Bill-Javone Prince-Steve Edge-Paul Chowdhry-Ziggy Gardner-Joseph MacDonald-Niamh Lynch-Andrew Leung-Ed Birch-Dylan Lowe-Paul Bazely-Ninette Finch-Sarah Crowden-Harrison Willmott-Jack Barry-Asmara Gabrielle-Tom Turner-Crystal Wingx-John Wolfe-Haruka Abe,both,1 days,Foreign,0
Crows Zero II,29865854,29865854,Toho Company,2009-04-11,2009,crowszeroii,False,25716.0,Action-Thriller,ja,Genji and his victorious G.P.S. alliance find themselves facing down a new challenge by the students of Hosen Academy feared by everyone as 'The Army of Killers.' The two schools in fact have a history of bad blood between them. And the simmering embers of hatred are about to flare up again burning away any last remnants of the truce they had so rigorously observed until now.,18.56,Happinet Pictures-Akita Publishing-Tristone Entertainment Inc.,2009-04-11,0.0,0.0,133.0,Released,,7.3,180.0,Shun Oguri-Takayuki Yamada-Kenta Kiritani-Meisa Kuroki-Kyosuke Yabe-Sousuke Takaoka-Tsutomu Takahashi-Kaname Endô-Suzunosuke Tanaka-Yusuke Kamiji-Shunsuke Daitoh-Yûsuke Izaki-Hisato Izaki-Motoki Fukami-Shinnosuke Abe-Nobuaki Kaneko-Haruma Miura-Tomoya Warabino-Go Ayano-Kazuki Namioka-Ryôhei Abe-Yū Koyanagi-Ryô Hashizume-Kenichi Endo-Yutaka Matsushige-Goro Kishitani-Ryuji Yano-Takaya Aoyagi-Kohei Kuroda-Katsuya-Kengo Oguchi-Kiyohiko Shibukawa,both,0 days,Japan,0
Crows Zero,21867963,21867963,Toho Company,2007-10-27,2007,crowszero,False,14943.0,Action,ja,The students of Suzuran High compete for the King of School title. An ex-graduate yakuza is sent to kill the son of a criminal group but he can't make himself do it as he reminds him of his youth.,13.722,Happinet Pictures-Toho-Akita Publishing-Tristone Entertainment Inc.,2007-10-26,0.0,0.0,130.0,Released,Destroy everything and start from zero.,7.0,284.0,Shun Oguri-Kyosuke Yabe-Meisa Kuroki-Takayuki Yamada-Kenichi Endo-Goro Kishitani-Kenta Kiritani-Sousuke Takaoka-Yusuke Kamiji-Shunsuke Daitoh-Kaname Endô-Dai Watanabe-Motoki Fukami-Hisato Izaki-Yûsuke Izaki-Suzunosuke Tanaka-Sansei Shiomi-Yutaka Matsushige-Erina-Kiyohiko Shibukawa,both,1 days,Japan,0
Crows Explode,5568650,10315875,Toei Company,2014-04-12,2014,crowsexplode,False,253451.0,Action-Drama-Thriller-Crime,ja,A month after Genji Takiya graduates a new battle for supremacy at Suzuran All-Boys High School begins. Transfer student Kaburagi Kazeo combats Kagami Ryohei for the coveted top spot amidst a brewing inter-school conflict with Kurosaki Industrial High.,9.171,Tristone Entertainment Inc.,2014-04-12,0.0,0.0,129.0,Released,,6.1,83.0,Masahiro Higashide-Taichi Saotome-Yuya Yagira-Ryo Katsuji-Takanori Iwata-Kento Nagayama-Kyosuke Yabe-Motoki Fukami-Ryusuke Ito-Kenzō Maihara-Tsutomu Takahashi-Suzu Hirose-Joey Iwanaga-ELLY-Onimaru,both,0 days,Japan,0
Crow's Thumb,2410742,2853528,20th Century Fox International,2012-11-23,2012,crow'sthumb,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
Crossroads,119495,6943105,Shochiku,2011-12-03,2011,crossroads,False,147979.0,Drama,ja,Domestic drama focusing on a soon to be retired train driver and his wife.,1.637,Shochiku,2011-12-03,0.0,0.0,123.0,Released,,0.0,0.0,Tomokazu Miura-Eiko Koike-Michié-Kimiko Yo-Takashi Tsukamoto-Kazuko Yoshiyuki-Yuu Tokui-Ryo Iwamatsu-Masahiko Nishimura-Akiyoshi Nakao,both,0 days,Japan,0
Crimson Rivers 2: Angels of the Apocalypse,346843,2050945,Gaga,2004-05-29,2004,crimsonrivers2:angelsoftheapocalypse,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
Creepy,4721487,4721487,Shochiku,2016-06-18,2016,creepy,False,380620.0,Crime-Drama-Horror,ja,After having narrowly escaped an attempt on his life at the hands of a psychopath detective inspector Takakura quits active service in the police force and takes up a position as a university lecturer in criminal psychology. But his desire to get to the bottom of criminals’ motives remains and he does not hesitate long when former colleague Nogami asks him to reopen an old case.,9.108,Asmik Ace-KDDI-Kinoshita Group-Kobunsha-Shochiku-The Asahi Shimbun,2016-06-18,0.0,0.0,130.0,Released,"That man isn't my father, he is total stranger.",6.6,154.0,Hidetoshi Nishijima-Yûko Takeuchi-Teruyuki Kagawa-Haruna Kawaguchi-Masahiro Higashide-Ryôko Fujino-Takashi Sasano-Masahiro Toda-Michie Ikeda-Naoko Satô-Misaki Saisho,both,0 days,Japan,0
Creed,361418,361418,Warner Bros.,2015-12-23,2015,creed,False,312221.0,Drama,en,The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson the son of his late friend and former rival Apollo Creed.,320.743,Metro-Goldwyn-Mayer-New Line Cinema-Chartoff-Winkler Productions,2015-11-25,37000000.0,173567581.0,133.0,Released,Your legacy is more than a name,7.405,6549.0,Michael B. Jordan-Sylvester Stallone-Tessa Thompson-Phylicia Rashād-Andre Ward-Tony Bellew-Ritchie Coster-Jacob 'Stitch' Duran-Graham McTavish-Malik Bazille-Ricardo 'Padman' McGill-Gabriel Rosado-Wood Harris-Buddy Osborn-Rupal Pujara-Brian Anthony Wilson-Joey Eye-Johanna Tolentino-Tony Brice-Kash Goins-Michael Barker-Clare O'Malley-Kevin King Templeton-Roy James Wilson-Mauricio Ovalle-Mark Rhino Smith-Josue Rivera-Hans Marrero-Derrick Webster-Manny Ayala-Anthony Martins-Ricardo Vera-Shawn Clark-Christian D. Ellison-Frank Pesce-Robert Sale-Richard Lyntton-Kathleen M. Deegan-Marquise Noel-Liev Schreiber-Elvis Grant-Max Kellerman-Jim Lampley-Michael Buffer-Michael Wilbon-Tony Kornheiser-Hannah Storm-Alex Henderson-Khareem Hinton-Noah Coogler-Nelson Bonilla-Troy Faruk-Angela Davis-Claire Bronson-Deborah Ingersoll-Robert Douglas-Troy K. Weston-Ludwig Göransson-Moses Sumney-Kenneth Martin-Jermaine Holt-Horace Knight Jr.-Sli Lewis-Brionna Maria Lynch-Jalil Jay Lynch-Zedric Harris-Christopher Jon Gombos-Jeff Ward-Terry Lee Fields II-Stephen Chang-Charles W Harris III-Rocky Ciarrocchi-Oliver Burbage-Maria Shamkalian-Carl Weathers,both,28 days,Foreign,0
Crayon Shinchan Super Dimension the Storm Called My Bride,12723427,12723427,Toho Company,2010-04-17,2010,crayonshinchansuperdimensionthestormcalledmybride,False,,"Animation, Comedy, Family",ja,,,,,,,,,,,,,left_only,,Japan,1
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,13134249,13760388,Aniplex,2021-07-30,2021,crayonshin-chan:shroudedinmystery!theflowersoftenkasuacademy,False,,"Animation, Comedy, Family",ja,,,,,,,,,,,,,left_only,,Japan,1
Crayon Shin-chan: Mononoke Ninja Chinpuden,14344144,14609977,IMAX,2022-04-22,2022,crayonshin-chan:mononokeninjachinpuden,False,,"Animation, Comedy, Family",ja,,,,,,,,,,,,,left_only,,Japan,1
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,17290794,17533468,Toho Company,2019-04-19,2019,crayonshin-chan:honeymoonhurricane-thelosthiroshi,False,,"Animation, Comedy, Family",ja,,,,,,,,,,,,,left_only,,Japan,1
Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,14528136,14742463,Toho Company,2018-04-13,2018,crayonshin-chan:burstserving!kungfuboys-ramenrebellion,False,,"Animation, Comedy, Family",ja,,,,,,,,,,,,,left_only,,Japan,1
Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki2015 Re-release,18472848,18478000,Toho Company,2015-04-18,2015,crayonshin-chanmovie23:oranohikkoshimonogatari-sabotendaisuugeki,True,,"Animation, Comedy, Family",ja,,,,,,,,,,,,,left_only,,Japan,1
Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki,12436098,12436098,Toho Company,2006-04-15,2006,crayonshin-chanmovie23:oranohikkoshimonogatari-sabotendaisuugeki,False,,"Animation, Comedy, Family",ja,,,,,,,,,,,,,left_only,,Japan,1
Crayon Shin-Chan: Invasion!! Alien Shiriri,9446816,13101686,Toho Company,2017-04-15,2017,crayonshin-chan:invasion!!alienshiriri,False,453575.0,"Animation, Comedy, Family",ja,When the mysterious Shiriri turns his parents into children Shin-chan must trek across Japan to help return them to adult form.,7.47,Shin-Ei Animation-TV Asahi,2017-04-15,0.0,0.0,120.0,Released,,7.327,26.0,Akiko Yajima-Miki Narahashi-Toshiyuki Morikawa-Satomi Korogi-Mari Mashiba-Tamao Hayashi-Teiyu Ichiryusai-Chie Sato-Miyuki Sawashiro-Hiroyuki Miyasako-Tôru Hotohara-Mirai Shida,both,0 days,Japan,1
Crayon Shin-Chan,12907819,17034277,Toho Company,2014-04-19,2014,crayonshin-chan,False,,"Animation, Comedy, Family",ja,,,,,,,,,,,,,left_only,,Japan,1
Crank: High Voltage,330849,330849,Sony Pictures Releasing,2009-09-26,2009,crank:highvoltage,False,15092.0,Action-Thriller-Crime,en,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,68.532,Lakeshore Entertainment-Lionsgate-RadicalMedia,2009-04-16,20000000.0,34560577.0,96.0,Released,"Stay Charged, Stay Alive!",6.033,2408.0,Jason Statham-Amy Smart-David Carradine-Dwight Yoakam-Bai Ling-Clifton Collins Jr.-Jose Pablo Cantillo-Efren Ramirez-Julanne Chidi Hill-Reno Wilson-Keone Young-Art Hsu-Joseph Julian Soria-Corey Haim-Geri Halliwell-William Brent-Jamie Harris-John de Lancie-Ho-Kwan Tse-Galen Yuen-Shu Lan Tuan-Anne Girard-Yeva-Genevieve Lavlinski-Reid Harper-David Scott Rubin-Chester Bennington-Setu Taase-Eidan Hanzei-Najja Meeks-David Rolas-David Dooyun Kim-Portis Hershey-Atticus Todd-Peter Mark-Chad Damiani-Jai Stefan-Tom Roach-Maynard James Keenan-Danny Lohner-Danna Hansen-Keith Jardine-Cherinda Kincherlow-Billy Gillespie-Samuel Hubinette-Michael Weston-Dan Callahan-Lloyd Kaufman-Joseph D. Reitman-Lexington Steele-Monique Alexander-Jenna Haze-Kate Mulligan-Nick Manning-Ed Powers-Larry Eudene-Mandy Amano-Jay Xcala-Glenn Howerton-Samuel Witwer-David Baptiste-Simone Bargetze-Patrick Bautista-Sorana Black-Darryl Chan-Alexandre Chen-Rossie Cottrell-Nick Dash-Marisa DeVonish-Sabrina Diaz-Tony Flores-Menina Fortunato-Toni Fox-Sharlene Grover-Jen Halperin-Lauren Holly-Leo Ibanez-Hannah Landberg-Josiah D. Lee-Rosa Lee-Raven Lexy-Erin Micklow-Alan Mueting-Bibiana Navas-Christine Q. Nguyen-Jimmy Ortega-Nicole Randall-C. Frederick Secrease-Teemaree-Kurly Tlapoyawa-Toonyun-Brandon Trost-Jason Trost-Tricia Trotter-Janna VanHeertum-Peter Vasquez-Holly Weber-Ron Jeremy,both,163 days,Foreign,0
Cradle 2 the Grave,1551193,1551193,-,2003-03-29,2003,cradle2thegrave,False,10623.0,Action-Crime-Drama,en,Gang leader Tony pulls off a major diamond heist with his crew but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.,17.568,Warner Bros. Pictures-Silver Pictures,2003-02-28,25000000.0,56489558.0,101.0,Released,Mortal enemies make dangerous friends.,6.1,772.0,Jet Li-DMX-Kelly Hu-Anthony Anderson-Tom Arnold-Mark Dacascos-Gabrielle Union-Sean Cory-Michael Jace-Drag-On-Paige Hurd-Paolo Seganti-Ron Yuan-Woon Young Park-Johnny Nguyen-Marcus Young-Stephen Quadros-Gwen McGee-Roxana Brusso-Maximilian A. Mastrangelo-Lester Speight-Paolo Mastropietro-Martin Klebba-Tim Storms-Randy Couture-Hector Echavarria-Tito Ortiz-Tom McCleister-Wiley M. Pickett-Andre Ware-Larry Joshua-Chic Daniel-Daniel Dae Kim-Doug Spearman-Hani Al Naimi-Julie du Page-Peter J. Lucas-Hari Dhillon-Chi McBride-Arnold Chon-Richard Trapp,both,29 days,Foreign,0
Cowboys & Aliens,5425404,5425404,Paramount Pictures International,2011-10-22,2011,cowboys&aliens,False,49849.0,Action-Science Fiction-Thriller-Western,en,A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde he finds himself leading an unlikely posse of cowboys outlaws and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.,35.929,DreamWorks Pictures-Imagine Entertainment-Universal Pictures-Reliance Entertainment-Relativity Media-K/O Paper Products-Fairview Entertainment-Platinum Studios,2011-07-29,163000000.0,174822325.0,119.0,Released,First Contact. Last Stand.,5.574,4480.0,Daniel Craig-Harrison Ford-Olivia Wilde-Sam Rockwell-Adam Beach-Paul Dano-Noah Ringer-Keith Carradine-Clancy Brown-Walton Goggins-Abigail Spencer-Ana de la Reguera-Raoul Max Trujillo-David O'Hara-Buck Taylor-Matthew Taylor-Cooper Taylor-Chris Browning-Brian Duffy-Brendan Wayne-Gavin Grazer-Toby Huss-Wyatt Russell-Jimmy Jatho-Kenny Call-Julio Cedillo-Garret Noël-Troy Gilbert-Chad Randall-Scout Hendrickson-David Midthunder-Mo Brings Plenty-Phillip Pike-Calum Blaylock-Paul Ortega-Nathaniel Chee-Robyn Simmons-Simon Choneska-David Chee-Vonda Tso-Lariat Geronimo-Freddie Apache-Oliver Enjady-Hoyle Osborne-Rex Rideout,both,85 days,Foreign,0
Corpse Bride,7100000,7100000,Warner Bros.,2005-10-22,2005,corpsebride,False,3933.0,Romance-Fantasy-Animation,en,Set in a 19th-century European village this stop-motion animation feature follows the story of Victor a young man whisked away to the underworld and wed to a mysterious corpse bride while his real bride Victoria waits bereft in the land of the living.,55.426,Warner Bros. Pictures-Tim Burton Animation Company-Will Vinton Studios-Tim Burton Productions-Laika Entertainment-Patalex Productions,2005-09-12,40000000.0,118133252.0,77.0,Released,There's been a grave misunderstanding.,7.511,7819.0,Johnny Depp-Helena Bonham Carter-Emily Watson-Tracey Ullman-Paul Whitehouse-Joanna Lumley-Albert Finney-Richard E. Grant-Christopher Lee-Michael Gough-Jane Horrocks-Enn Reitel-Deep Roy-Danny Elfman-Stephen Ballantyne-Lisa Kay,both,40 days,Foreign,1
Coraline,2303326,2401658,Gaga,2010-02-19,2010,coraline,False,14836.0,Animation-Family-Fantasy,en,A young girl discovers an idealized parallel universe behind a secret door in her new home unaware that it contains a sinister secret.,98.929,Pandemonium-Focus Features-Laika Entertainment,2009-02-05,60000000.0,124600000.0,100.0,Released,Enter a world beyond your wildest dreams... and nightmares,7.8,6395.0,Dakota Fanning-Teri Hatcher-Keith David-Jennifer Saunders-Ian McShane-Dawn French-John Hodgman-Robert Bailey Jr.-Aankha Neal-Hannah Kaiser-George Selick-Harry Selick-Marina Budovsky-Emerson Tenney-Jerome Ranft-Christopher Murrie-Jeremy Ryder-Carolyn Crawford-Yona Prost-John Linnell,both,379 days,Foreign,1
Contagion,4436368,4436368,Warner Bros.,2011-11-12,2011,contagion,False,39538.0,Drama-Thriller-Science Fiction,en,As an epidemic of a lethal airborne virus - that kills within days - rapidly grows the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.,23.156,Participant-Imagenation Abu Dhabi FZ-Double Feature Films-Regency Enterprises-Warner Bros. Pictures,2011-09-08,60000000.0,137551594.0,106.0,Released,Nothing spreads like fear,6.6,5441.0,Marion Cotillard-Matt Damon-Laurence Fishburne-Jude Law-Kate Winslet-Jennifer Ehle-Gwyneth Paltrow-Bryan Cranston-Elliott Gould-Chin Han-John Hawkes-Anna Jacoby-Heron-Sanaa Lathan-Demetri Martin-Armin Rohde-Enrico Colantoni-Larry Clarke-Monique Gabriela Curnen-Daria Strokous-Rick Uecker-Jamie Newell-Griffin Kane-Rebecca Spence-Yoshiaki Kobayashi-Teri McEvoy-Sue Redman-Teri Campbell-Stef Tovar-Mary Jo Faraci-Grace Rex-Joseph Anthony Foronda-Annabel Armour-Jim Ortlieb-Kara Zediker-Laura Fisher-Mary Beth Dolan-Dan Flannery-Jason Babinsky-Howie Johnson-Sanjay Gupta-Chui Tien-You-Josie Ho-Steven Soderbergh-Phillip James Brannon-David Lively-Andrew White-Ira Blumen-Scott Stangland-Jimmy Chung-Tara Mallen-John Hines-Joshua Weinstein-Sarah Charipar-Mark Czoske-Dan Aho-Hee-Wan Kwon-Phil Tang-Robert Chi-Blair Robertson-Randy Lowell-Pete Sack-Brian J. O'Donnell-Kwok-Wah Wong-Sau-Ming Tsang-Josh Pollock-Peter A Kelly-Thomas Gebbia-Dan Sanders-Joyce-Joshua Seiden-Kam Tong Wong-Jim Anderson-Bambadjan Bamba-Rodolfo C Barrios-Bryan Basil-Raphael Baunaquis-Ahmed Boulane-Liz Clare-Rashida Clendening-David Cohen-James Anthony Cotton-Duke Czlonka-Andrew Dasz-Joe DeBartolo-Eduardo Ambriz DeColosio-Amanda Dyar-Ryan Ebert-Shannon Edwards-Anas El Baz-Olivia Francessca-Logan Fry-Kenley Gaffke-Christian Heep-Alex Hill 3-John Hoogenakker-Matt Iwinski-Sarah Kliban-Iris Kohl-Suzanne Lang-Elester Latham-Mark Lavell-Ina Lereine-Seth Leslie-Patterson Lundquist-Josiah Lyricq-Mino Mackic-Carl Marino-Mary Lu Marr-James Mastel-Timothy W. Mather-Thomas McCormick-Dave McNulty-E. Roger Mitchell-Paul D. Morgan-Jesse Muick-Larry Nazimek-Andrew Nitzke-Matthew Parry-Jones-Eric Pierson-Steven Potts-Steven James Price-Kyle Quesnoy-Brandi Quinn-Kenya Robertson-Joshua Rollins-Sandy Rouge-Helen Sadler-Peggy Sandow-Jane Santos-Hester Schell-Jon Komp Shin-Walt Sloan-Gregory Marshall Smith-Ylian Alfaro Snyder-Joshua Squire-January Stern-Michael T Stewart-Thomas W. Stewart-Audra Todd-Giota Trakas-Ken Venzke-Abby Wait-Amr Waked-James D. Weston II-Roger Wiggins-Robert A. Young-Bobby Watson,both,65 days,Foreign,0
Constantine,24503156,24503156,Warner Bros.,2005-04-16,2005,constantine,False,561.0,Fantasy-Action-Horror,en,John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.,60.849,Village Roadshow Pictures-Lonely Film Productions GmbH & Co. KG.-The Donners' Company-Batfilm Productions-Weed Road Pictures-Warner Bros. Pictures-3 Arts Entertainment-DC Vertigo,2005-02-08,100000000.0,230884728.0,121.0,Released,Hell wants him. Heaven won't take him. Earth needs him.,7.0,6143.0,Keanu Reeves-Rachel Weisz-Shia LaBeouf-Djimon Hounsou-Max Baker-Pruitt Taylor Vince-Gavin Rossdale-Tilda Swinton-Peter Stormare-Jesse Ramirez-José Zúñiga-April Grace-Larry Cedar-Francis Guinan-Suzanne Whang-Jhoanna Trias-Alice Lo-Nicholas Downs-Tanoai Reed-Quinn Buniel-Ann Ryerson-Stephanie Fabian-Connor Dylan Wryn-Laz Alonso-Jeremy Ray Valdez-Jose Molina-Barbara Pilavin-C.W. Pyun-Sharon Omi-Edward J. Rosen-John Gipson-Roberto Kawata-Michelle Monaghan-R. A. Rondell,both,67 days,Foreign,0
Confessions of a Shopaholic,2987082,2987082,Walt Disney Pictures,2009-05-30,2009,confessionsofashopaholic,False,20048.0,Comedy-Romance,en,In the glamorous world of New York City Rebecca Bloomwood is a fun-loving girl who is really good at shopping - a little too good perhaps. She dreams of working for her favorite fashion magazine but can't quite get her foot in the door - until ironically she snags a job as an advice columnist for a financial magazine published by the same company.,30.752,Touchstone Pictures-Jerry Bruckheimer Films,2009-02-05,40000000.0,108332743.0,104.0,Released,A new job? Hopefully. A new man? Possibly. A new handbag? Absolutely!,6.439,2396.0,Isla Fisher-Hugh Dancy-Krysten Ritter-Joan Cusack-John Goodman-John Lithgow-Kristin Scott Thomas-Fred Armisen-Leslie Bibb-Lynn Redgrave-Robert Stanton-Julie Hagerty-Nick Cornish-Wendie Malick-Clea Lewis-Stephen Guarino-Tuomas Hiltunen-Yoshiro Kono-John Salley-Lennon Parham-Christine Ebersole-Michael Panes-Kaitlin Hopkins-Katherine Sigismund-Alexandra Balahoutis-Elisabeth Riley-Madeleine Rockwitz-Tommy Davis-Andrew Serwer-Kelli Barrett-Kristen Connolly-Paloma Guzmán-Ilana Levine-Lenora May-Ed Crescimanni-Susan Blommaert-Jenn Harris-Matt Servitto-Jennifer Kim-Ginifer King-Steve Greenstein-Bill Corsair-Heidi Kristoffer-Claire Lautier-Brandi Burkhardt-Denicia Marie Jefferson-Renée Victor-Scott Evans-Asmeret Ghebremichael-Chris P. Bachman-Peter Kapetan-Jim Holmes-Claudia Rocafort-Molly Regan-Rose Rosconi-Robin E. Billson-Richard G. Batista-Maeve Yore-Ptolemy Slocum-Jenny Powers-Vinci Alonso-Jennifer Smith-Gonzalo Escudero-Tim Ware-Anjali Bhimani-Jonathan Tisch-Shonn Wiley-Brad Aldous-Annie Chadwick-Laurie Cole-Kara Jackson-Yadira Santana-Charles De La Rosa-Jordyn Taylor Wilsea-Harvey Waldman-Howard Samuelsohn-Marceline Hugot-Abby Lee-Caitlin McColl-Marie-Pierre Beausejour-Bea Miller-Peyton List-Izzy Palmieri-Ed Helms,both,114 days,Foreign,0
